,job_description,industry,sector,location,job_name,company_name,State
20,"Job Description
Immediate need for a talented [Data Analyst with SQL ] with experience in the [Banking / Financial] Industry. This is a [12 Months] contract opportunity with long-term potential and is located in [Mount Laurel, NJ]. Please review the job description below and contact me ASAP if you are interested.

Data Analyst with SQL (Banking / Financial Background )
Mount Laurel, NJ
Duration: 12 Months
Rate: DOE

Must : 7 - 9 years of experience with mandatory recent 5-7 years in banking & financial institutions
Must have banking process domain knowledge.
Must have hands-on SQL, Data integration, dimensional modeling, data warehousing, data entity analysis experience in recent 3 to 5 years.
Should have excellent expertise in working with business analysts, technology & QA teams throughout life cycle.
Business communication expertise is a must.

Our client is a leading [Banking / Financial ] organization and we are currently interviewing to fill this and other similar contract positions. Qualified candidates should apply NOW for immediate consideration.

If you are interested in this position, please apply online for immediate consideration.",Computer Hardware & Software,Information Technology,"Alpharetta, GA",Data Analyst with SQL(Banking / Financial Background ),Pyramid Consulting,NJ
21,"Title: Sr. Manager – Fleet Strategy & Analytics

Summary:

The Sr. Manager of Fleet Strategy & Analytics will be responsible for developing and delivering critical business insights and decision support to the Fleet & Supply Chain leadership organizations. This includes end-to-end analysis of a vehicles lifecycle from procurement to disposal to best optimize holding costs, maximize revenue, and operate to strategic business priorities. This position will be located in our World Headquarters Parsippany, NJ office.

Responsibilities:
Lead team/individual efforts to develop accurate and timely analyses on a wide variety of areas related fleet operations/fleet management/supply chain/fleet procurement. This may include analysis of operating behaviors, total cost of ownership, vehicle lifecycle management, supply chain impacts, vehicle sales optimization, etc. Draws conclusions and makes recommendations based on analysis.
Partners with Leadership Teams at Headquarters as well as field teams providing consultancy services on analytics capabilities to solve business challenges through operational analytics, financial modeling, and business foresight.
Deliver point in time analytics supporting current business needs and anticipate volatility in key focus areas.
Partner with cross functional teams (Revenue, Field Operations, Car Sales, Supply Chain, etc.) to understand and represent implications of strategic changes to overall business and functional areas.
Oversee and manage team of 2 strategy & analytics analysts
Qualifications:
Bachelor's degree in Finance, Economics, Mathematics, Analytics/Data Science or related field and previous experience in business analytics & financial modeling
Demonstrated financial and business acumen.
Ability to think strategically and identify critical success factors when developing analysis and reporting activities. Ability to translate diverse pieces of information into meaningful conclusions and results.
Proven experience in continuous improvement methodology and solid problem-solving skills to quickly assess an issue, determine root cause, identify possible solutions, make recommendations and drive implementation.
Demonstrated organizational, detail orientation, prioritization and time management skills to drive timely business results.
Demonstrated change management aptitude and ability. Takes a proactive role in bring about change, applying new ways to develop the business through improved management of people and processes.
Proven ability to build relationships at all levels to include remote partners and to influence executives, peers and team members.
Ability to work effectively in a team oriented, high demand and fast paced environment.
Strong communication (verbal and written) and facilitation skills to effectively deal with various levels of management and staff.
Demonstrated leadership skills to effectively develop and lead a high performing team to meet the function/department/company short-term goals and objectives.
Ability to maintain a high level of confidentiality and work with highly sensitive data and information.
Required Skills:
Applied knowledge of data analysis and reporting
Demonstrated skill in accessing, compiling, and analyzing large volumes of data
Demonstrated skill in problem solving and recommending solutions based on analysis
Expert use of Microsoft Access, PowerPoint, Excel,
Expert use of database query languages (SAS/SQL)
Drug screening is a part of our hiring process.

Disclaimer

The information on this description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job, which may vary, based on job location, department or the assignment. The actual essential duties, responsibilities and qualifications may vary by location, department, reporting structure or other business needs. No inference should be drawn that a specific job duty, responsibility or qualification is non-essential by its absence from this description.

Avis Budget Group is an EO Employer – Veterans/Disabled and all other protected categories.

#LI-KL1",Commercial Equipment Rental,Transportation & Logistics,"Parsippany, NJ",Sr. Manager Fleet Strategy & Analytics,Avis Budget Group,NJ
22,"Job Description
Immediate need for a AI & Machine Learning Engineer for a position in the Consulting Industry. This is a 6+ month’s contract opportunity with long-term potential located in Franklin Lakes , NJ. Please review the job description below:

Job ID: 18-11420

Key Responsibilities/ Technology Experience:
Apply AI/Machine Learning technology to solve real-world problems
Analyze source data and data flows, working with structured and unstructured data.
Manipulate high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trends
Analyze and visualize diverse sources of data, interpret results in the business context and report results clearly and concisely
Communicate and present models to business customers and executive
Work collaboratively with partners across different technology and business groups
Teach and mentor others in the use of AI/Machine Learning
Required: Any experience with AI solutions that provides voice based authentication and call center routing.
Any experience with AI/Client analysis on email, text, chat etc and predict next recommended action.
High business acumen
Strong oral, written, and presentation skills
Demonstrated ability in the application of Machine Learning/AI in real-world industrial settings with large scale data
Bachelors degree in a field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, Physics
6+ years of experience in the IT industry
1+ years of experience with Machine Learning and Artificial Intelligence techniques and tools
1+ years of experience with data sources and platforms (Unix/Linux, Teradata, Hadoop, Oracle, SQL Server and DB2)
Desired:Degree in a quantitative field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, Physics
Experience with cloud concepts, Python, Node.js, .NET

Our client is a leading Consulting Industry and we are currently interviewing to fill this and other similar contract positions. Qualified candidates should apply online for immediate consideration.",Computer Hardware & Software,Information Technology,"Alpharetta, GA",AI & Machine Learning Engineer,Pyramid Consulting,NJ
23,"The Manager, Digital Ad Operations will oversee, participate in and be the escalation point for the execution, management and optimization of digital marketing campaigns aimed at both branding and response objectives. This position is responsible for properly setting up all components of a campaign, maintaining a thorough QA process, helping to create and maintain best practices, as well as developing and overseeing staff activities.
Serve as the escalation point for troubleshooting, testing, and implementation of ad operations
Assist in development and maintenance of Ad Serving SOPs
Help to oversee day-to-day logistics
Provide technical campaign support to internal and external clients: troubleshoot and resolve campaign discrepancies and 3rd Party tracking issues
Monitor campaign delivery / assets, identify potential issues and communicate recommendations
Assist in the evaluation of new technologies, market trends and industry best practices
Help to develop means to stream line process flow
Stay current and aware of changes and updates in ad server and help communicate to necessary teams
Test digital creative ads to ensure proper adserving implementation
Correctly traffic ad tags to vendors in a timely manner
Provide ongoing status of campaign implementation to the appropriate teams
Participate in and oversee others in the QA process
Interface regularly with partners; resolve issues that arise including reporting discrepancies, creative policing, trafficking requirements
Implement site analytic event tag URL extensions
Manage the trafficking, testing and implementation of ad campaigns and pixel tags as needed
Monitor all live campaigns for proper serving, click through action, and conversion events
Coordinate with client data feeds, as necessary
Coordinate all tagging and integration efforts with third parties such as Programmatic Engines, ad verification partners and survey vendors
Documentation of protocols associated with client term.
Manage staff productivity and allocation of resources in collaboration with the Director, Digital Ad Operations, to ensure that billable goals are met or exceeded
Manage staff performance to meet or exceed internal and external client expectations
Develop, motivate and train Digital Ad Operations Associate and Specialist team members as appropriate
Establish and track corporate and personal development objectives for each employee assigned
Participate in Corporate projects as assigned
REQUIREMENTS
Bachelor’s degree (Preferably in business management, computer sciences, data management, or another related major)
2+ years of experience department management
4+ years of experience working in a fast paced environment
4+ years of experience in digital banner and search marketing
4+ years of experience using DoubleClick, Atlas, WebTrends, Omniture, Google Analytics, etc.
Must be proficient with javascript, iFrame, and other HTML coding as it relates to ad serving and pixel implementation
Must be proficient in ad server targeting methods
Must be able to demonstrate technical expertise - liaison between ad server and CMI (includes maintenance of adserver SOP)
Excellent multitasking abilities and the ability to prioritize well in a fast paced environment.
This position involves a strong understanding of the complexities of ad trafficking.
Excellent communications skills, both written and verbal
Familiarity with different online advertising pricing structures (CPC, CPM, CPA, etc.)
Comfortable working with vendors, clients, and other outside parties
Strong detail orientation
Excellent problem solving skills
Ability to manage projects autonomously
Strong computer skills, math skills, and internet savvy
Must be extremely proficient in MS Excel, PowerPoint and Word
Ability to effectively prioritize and execute tasks in a high-pressure environment is crucial
Strong understanding of various ad types
Ability to support inquiries from analytics and media teams
Excellent written and verbal communication skills
Experience with matrix organizations
The ability to prioritize tasks across dozens of brands to ensure the meeting of deadlines
Experience with Rich Media files and DoubleClick Studio
Knowledge of coding of multiple click tags
Pharmaceutical experience preferred",Consulting,Business Services,"Albuquerque, NM","Manager, Digital Ad Ops",Compas Inc,NJ
24,"Exciting Opportunity with one of our client, We are currently looking for Big Data Engineer and the preferred locations are Warren, NJ. and Columbia, MD. Please find the job description of the same below. Job Description:Required Skills:Apache Spark Expertise, especially in ScalaExpert level knowledge of SQL, data modeling and database architectureHands on experience with JavaHands on experience with Basic Scripting languages including Shell ScriptWorking experience of Databricks or similarKnowledge of concepts such as data warehouse, star schemas, KPIsHands on experience with Linux, HDFS, HIVE, HADOOP Preferred (but not Required) Skills:Excellent written and communication skills. Be able to organize ideas and technical details; and present work clearly through the product lifecycle.Ability to work in an agile environmentExperienced in designing and implementing data layers and middle tiers aimed at business intelligence applicationsDegree in Computer Science or a related subject.Experience with columnar data sources such as Redshift, Parquet, etc.Hands on experience with AWS If interested in the current opportunity, please send us your updated resume and best time to reach. Thanks & Regards,Rick Parker | Business Development LeadDirect: 484 ### #### | Board:+1 (855) genzeonEmail: ...@genzeon.comGenzeon Corporation559 W. Uwchlan Ave, Suite # 130, Exton, PA 19341 Website: www.genzeon.com - provided by Dice
Apache Spark Expertise, Scala, SQL, data modeling, Java, Scripting languages, Linux, HDFS, HIVE, HADOOP

Associated topics: data center, data engineer, data integration, data manager, data scientist, data warehousing, database administrator, etl, mongo database, sybase",Enterprise Software & Network Solutions,Information Technology,"Exton, PA",Big Data Engineer - (NJ / MD),Genzeon,NJ
0,"Description

Business Intelligence Merchandising&Training Analyst",Business Services,$10 to $25 million (USD),"Mooresville, NC",Data Analyst/Merchandising&Training,AMS Retail Solutions,NJ
1,"Merck & Co., Inc. Kenilworth, N.J., U.S.A. known as Merck in the United States and Canada, is a global health care leader with a diversified portfolio of prescription medicines, vaccines and animal health products. The difference between potential and achievement lies in the spark that fuels innovation and inventiveness; this is the space where Merck has codified its legacy for over a century. Merck?s success is backed by ethical integrity, forward momentum, and an inspiring mission to achieve new milestones in global healthcare.

Merck is on a quest for cures and is committed to being the world?s premier, most research-intensive biopharmaceutical company. Today, we?re doubling down on this goal. Merck Research Laboratories is a true scientific research facility of tomorrow, and will take Merck?s leading discovery capabilities and world-class small molecule and biologics R&D expertise to create breakthrough science that radically changes the way we approach serious diseases.

The
Intern, Trial Optimization Data Analyst ? will be assigned to the Trial
Optimization team within the Metrics,
Analytics, & Performance (MAP) department of Global Clinical Trial
Operations. The team supports the data
and technology needs of the Global Trial Optimization department, reponsible
for assessing operational execution, feasibility and insights, and for planning
subject recruitment strategy for Merck clinical research studies. The Intern,
Trial Optimization Data Analyst may be assigned to work on projects that analyze data and improve the
understanding and use of data assets for
clinical trial processes, recruitment planning, and execution.

Job Responsibilities:

+ Conduct analysis of operational performance measures and factors to improve business processes

+ Communicate, present, and explain results of analysis to business users and leaders

+ Support Global Trial Optimization in recruitment modeling, querying, analyzing, and providing data to support program and trial feasibility activities

+ Assist in the creation and adjusting of clinical trial enrollment plans

+ Assist in building and/or implementing tools that support trial feasibility and recruitment activities

+ Leverage internal and external data to support and refine methods and tactics on assigned projects

+ Support continued GCTO process improvement toensure quality within the organization

This
is a full- time internship position. Housing subsidy is not available as
part of this program and must be funded 100% by the student.

FTP2019 FTPMRL2019
*Education:**
*Required:** Candidates must be currently pursuing a minimum of a bachelors
degree in Data Analytics, Statistics, Quantitative Science, Social Sciences,
Business, Pharmacy, Health Sciences, Information Technology, Computer Science,
or Similar subjects.
*RequiredExperience and Skills:**
+ Candidates must have general knowledge of statistics or have taken data analytics course(s)

+ Candidates must have experience using Microsoft Office (Microsoft Excel skills a must)

+ Candidates must have presentation and communications skills

+ Candidates must have a desire to learn about the clinical research processes including feasibility, planning, and execution
*PreferredExperience and Skills:**
+ Candidates should have computer programming experience

+ Candidates should have experience analyzing any type of data

+ Candidates should be familiar with SQL or R or Python

+ Candidates should be familiar with Medical Terminology or Electronic Medical Records or Claims data helpful; but not required

Your role at Merck is integral to helping the world meet new breakthroughs that affect generations to come, and we?re counting on your skills and inventiveness to help make meaningful contributions to global medical advancement. At Merck, we?re inventing for life.

If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request to staffingaadar@merck.com .
*Search Firm Representatives Please Read Carefully:**
Merck & Co., Inc. is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails. All resumes submitted by search firms to any employee at Merck via email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Merck. No fee will be paid in the event the candidate is hired by Merck as a result of the referral or through other means.

Visa sponsorship is not available for this position.

For more information about personal rights under Equal Employment Opportunity, visit:

EEOC Poster at http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf

EEOC GINA Supplement? at http://www1.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf

OFCCP EEO Supplement at https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf

Merck is an equal opportunity employer, Minority/Female/Disability/Veteran ? proudly embracing diversity in all of it?s manifestations.

FTP2019 FTPMRL2019
*Job** _Administrative Svcs Generic_
*Title:** _2019 MRL Trial Optimization Data Analyst Intern: Metrics, Analytics, & Performance - Rahway NJ_
*Primary Location:** NA-US-NJ-Rahway
*Requisition ID:** _ADM009895_",Health Care Services & Hospitals,Health Care,"Kenilworth, NJ","2019 MRL Trial Optimization Data Analyst Intern: Metrics, Analytics, & Performance",Merck,NJ
2,"Requisition ID: GLO001346

Merck&Co., Inc. Kenilworth, N.J., U.S.A. known as Merck in the United States and Canada, is a global health care leader with a diversified portfolio of prescription medicines, vaccines and animal health products. The difference between potential and achievement lies in the spark that fuels innovation and inventiveness; this is the space where Merck has codified its legacy for over a century. Merck's success is backed by ethical integrity, forward momentum, and an inspiring mission to achieve new milestones in global healthcare.

Merck's Global Human Health (GHH) Division abides by a ""patient first, profits later"" ideology. Results-driven and ambitious, this team of individuals represents a functional balance between meeting company objectives and the needs of people around the world. The organization is comprised of sales and marketing professionals who are passionate about their role in bringing Merck's prescription medicines, vaccines, and other medical products to our customers worldwide.

Position Description:

In this exciting position the successful candidate will be responsible for bringing leading-edge marketing experience to support preparations for a Merck growth brand that positively impacts millions of lives globally.

Bringing a fresh perspective to the opportunity, you will assess the customer and patient landscape holistically, working with cross-functional partners and centers of excellence to ultimately deliver a compelling and best-in-industry brand experience.

You will be able to uncover, leverage and connect nuanced insights from the marketplace. Collaborating seamlessly with internal and external partners, your mission will be to connect data, technology and other solutions to solve customer and patient problems and take this brand from strength to strength.

Responsibilities:
Leverage new and emerging data and research sciences to uncover novel insights, while challenging and assessing current views and beliefs.
Consistently leverages digital and advanced analytics to enable the development and execution of patient and customer plans as part of the broader franchise strategies.
Embed test and learn approaches into strategy development.
Support projects as needed, including the development of customer and patient journeys that identify opportunities for engagement that create value for patients, customers and Merck/franchise.
Qualifications

Position Qualifications:

Education Minimum Requirement:
Bachelor Degree required.
Recent MBA preferred.
Required Experience and Skills:
Demonstrated ability to use data analytics to develop a theory, test a strategy and iteratively learn from the experience.
Experience working with various digital platforms to gain powerful insights into traditional and non-traditional customers.
Proven problem solving skills
Strong communications skills, with demonstrated ability to communication a plan or strategy effectively
1-2 years of demonstrated teaming, collaboration skills
Preferred Experience and Skills:
Consumer marketing or Agency experience
Knowledge of customer journey / experience mapping and customer experience design
Self-motivated; hands-on approach to work
Bias towards speed and agility
A natural curiosity to find innovative solutions to problems
Your role at Merck is integral to helping the world meet new breakthroughs that affect generations to come, and we're counting on your skills and inventiveness to help make meaningful contributions to global medical advancement. At Merck, we're inventing for life.

If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request to staffingaadar@merck.com.

Search Firm Representatives Please Read Carefully:

Merck&Co., Inc. is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails. All resumes submitted by search firms to any employee at Merck via email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Merck. No fee will be paid in the event the candidate is hired by Merck as a result of the referral or through other means.

Visa sponsorship is not available for this position.

For more information about personal rights under Equal Employment Opportunity, visit:

EEOC Poster

EEOC GINA Supplement

OFCCP EEO Supplement

Merck is an equal opportunity employer, Minority/Female/Disability/Veteran proudly embracing diversity in all of it's manifestations.

Job: Global Marketing

Other Locations:

Employee Status: Regular

Travel: No

Number of Openings: 3

Shift (if applicable):

Hazardous Materials: No

Company Trade Name: Merck

Nearest Major Market: New York City

Nearest Secondary Market: Newark",Health Care Services & Hospitals,Health Care,"Kenilworth, NJ",Senior Specialist Global Marketing,"Merck&Co., Inc.",NJ
3,"Job Description

Job Description

• Evangelize and lead consulting engagements on Enterprise Risk Transformation
Assist BFSI CRO Initiative solution team in (a) Identifying use cases for building contemporary Risk & Compliance offerings (leveraging AI, Cognitive automation, Blockchain etc) (b) Create /Validate/ Review niche offerings
Create Thought Leadership contents - White Papers / Point of Views and Participate in Industry forums
Provide support for other Global engagements like pre-sales support, as need arises
Create demand for Risk Advisory services

Responsibilities:

- Being part of CRO Risk Advisory services team, candidate will be responsible to deliver advisory services (Provide Advisory services, Create Demand for Risk services/solutions

- Key metrics
Key Measures for Success (Sample)
Financial:
(a) Direct revenue generated (consulting) - $ Millions
(b) Revenue influenced (consulting, implementation) - $ Millions
(c) Gross Margin for Direct Revenue - %
(d) Sales opportunities led, supported - #

Customer:
(a) Referenceable Risk Business Head (CRO or similar Role) connections developed - #
(b) Customer Satisfaction Score - %

Qualifications: Need to have one of the below:Click here to enter text.

- Financial Crime Risk Management
Credit Risk/ Market Risk
Risk Analytics (Modelling & Validation, Stress testing, Quants)
Risks related to Insurance firms
FRM/PRM/CFA/Actuarial certification/ACAMS

Any certification in data sciences will be an advantage
Post graduate degree (will be an added advantage)

Years of experience required for position – 14-18 YEARS

Location for the position : ( NJ, PHOENIX, OHIO)

Job Function

CONSULTANCY

Role

Advisor

Job Id

129983

Desired Skills

Risk Management & Compliance",IT Services,Information Technology,"New York, NY",Risk Advisor,Tata Consultancy Services (North America),NJ
4,"About UsTory Burch is an American lifestyle brand that embodies the personal style and sensibility of its founder, Chairman, CEO and Chief Creative Officer, Tory Burch. The collection, known for color, print and eclectic details, includes ready-to-wear, shoes, handbags, accessories, home and beauty. Art, music, travel, interiors and the designers own stylish parents are inspirations for the collection.

Our company launched in February 2004 with a single boutique on what was then a remote street in downtown Manhattan. Today, we are a global brand with a presence in more than 50 countries, but in many ways we are only just beginning. There is so much we want to do!

Brand integrity, global inspiration and beautiful products are integral to who we are as a company and what we have accomplished to date. Our incredible team is an equally important part of the equation. We believe that each of our employees play a vital role in our continuing efforts to grow and evolve.

Overview
The Assistant Master Data Analyst will maintain master data objects assigned to them, including responding to requests. This function will encompass all finance master data objects including General Ledger Accounts, Cost Centers, Profit Centers, Vendor Master, Banking Master, Fixed Asset Master, etc.

Responsibilities
Accurate and timely creation and maintenance of master data according to defined processes.
Review requests for completeness and respond to accordingly.
Data entry and or upload master data changes into SAP.
Provide status updates to requests as required.
Adhere to control framework and internal controls.
Review the use of the master data objects and understand how they are being used.
Cross-train with the other member of the master data team to assure adequate backup for all areas.
Conduct special projects as required.

Qualifications
Experience with ERP SAP preferred;
Basic knowledge of accounting principles;
Advanced proficiency is use of MS Office (Excel, PowerPoint, Word, Outlook).
Bachelors degree in Accounting, Finance, Business, etc.;
Minimum of 1-3 years of general master data experience.

DESIRED ATTRIBUTES
Ability to work collaboratively with all departments;
Excellent communication and interpersonal skills with the ability to interface comfortably at all levels both internally and externally;
Able to establish a high level of trust and credibility in the organization;
Attention to detail;
Ability to nurture and work in fast paced, team oriented environment; strong emphasis on team building through training, coaching and mentoring;
Flexible; ability to adapt to changing priorities and multiple tasks;
Excellent verbal and written communication skills.","Department, Clothing, & Shoe Stores",Retail,"New York, NY",Assistant Master Data Analyst,Tory Burch,NJ
5,"Does solving complex business problems and real world challenges interest you? Do you enjoy seeing the impact your contributions make on a daily basis? Are you passionate about using data analytics to provide game changing solutions to the Global 2000 clients? Do you thrive in a dynamic work environment that constantly pushes you to be the best you can be and more? Are you ready to work with smart colleagues who drive for excellence in everything they do?

If you possess a solutions mindset, strong analytical skills, and commitment to be part of a tremendous journey, come join our growing, global team. See what Saama can do for your career and for your journey.

Position: Patient Data Analytics Technical Lead (2227)
Location: Bridgewater NJ
Type: Permanent Fulltime

Patient data analytics technical lead will lead analytics solution development for multiple clinical data analytics initiatives. Will be responsible for development next generation solution that helps in Clinical trial effectiveness and submission pathway.

Job Responsibilities:
Technical Lead for next generation Clinical solutions
Owns the solution and technical design of Clinical Repository
Leads the development of Clinical Repository.
Educational Requirements & Work Experience:
5 to 7 years of relevant professional experience as a Technical lead in building and implementing any Clinical Data, Clinical Repository Solutions
Experience as a technical architect in building datawarehousing solution in Clinical space
Strong experience with EDC & CRF data processing
Experience in solutioning and technical design of Metadata driven warehouses
Hands on programming experience in building components of Clinical data repository
Knowledge in CDASH, SDTM & ADaM standards
Developed analytics and visualizations on Clinical data
Ability to work in agile environments
Deep understanding in creating validated systems
Ability to lead small development teams
Excellent oral and written communication skills
High attention to detail, accuracy, and quality and able to effectively prioritize multiple projects
Excellent written and oral English communication skills required
Nice to have qualifications:
Previous research experience in Python/Machine Learning is a big plus
Impact on the business:

Plays an important role in making Saama’s Solutions game changers for our strategic partners by using data science to solve core, complex business challenges.

Key relationships:
Sales & pre-sales
Product management
Engineering
Client organization: account management & delivery
Saama Competencies:
INTEGRITY: we do the ‘right’ things.
INNOVATION: we ‘change the game.’
TRANSPARENCY: we communicate openly
COLLABORATION: we work as one team
PROBLEM-SOLVING: we solve core, complex business challenges
ENJOY & CELEBRATE: we have fun
Competencies:
Self-starter who gets results with minimal support and direction in a fast-paced environment.
Takes initiative; challenges the status quo to drive change.
Learns quickly; takes smart risks to experiment and learn.
Works well with others; builds trust and maintains credibility.
Planful: identifies and confirms key requirements in dynamic environments; anticipates tasks and contingencies.
Communicates effectively; productive communication with clients and all key stakeholders communication in both verbal and written communication.
Perseverance. Stays the course despite challenges & setbacks. Works well under pressure.
Strong analytical skills; able to apply inductive and deductive thinking to generate solutions for complex problems.
#LI-AP1",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Campbell, CA",Patient Data Analytics Technical Lead,Saama Technologies Inc,NJ
6,"Job Description:

About This Role

We need someone to provide technical leadership covering a range of data analysis functions. These include data modeling, structured query language (SQL), data quality, data profiling, extract-transform-load (ETL), metadata enrichment and management, data provenance and lineage, report design and other specialized data management functions. You're a solid, independent, senior lead equipped to manage and direct activities related to analysis, design and support of technical data management solutions for larger projects. This individual will develop database models and support documentation in order to meet business requirements for a large third normal form (3nf) data warehouse on an Oracle Exadata platform. Candidates must have working experience with Power Designer or ERWin, Entity-Relationship database design, Oracle/Exadata, Teradata Financial Services Logical Data Model (FSLDM), SQL scripts; performing logical and physical data modeling; implementing and testing database design. Qualified candidates must have experience with data model and data dictionary change management via an enterprise grade modeling tool.

Meaningful work is fueled by meaningful performance and career development conversations with your manager. Here are the essential job functions of this position:
Elicit, analyze, interpret business and data requirements to develop complete business solutions, includes data models (entity relationship diagrams, dimensional data models), ETL and business rules, data management, governance, lineage, metadata and reporting elements.
Apply automation and innovation on new and on-going data platforms for those development projects aligned to business or organizational strategies.
Design, implement reporting platforms (e.g. modeling, ETL, BI framework) and complex ETL frameworks that meet business requirements. Work with technology/project teams to understand the business meaning of data, provide analysis and requirements so that data design is fully understood and the development initiatives are in line with intended design and standards.
Deliver business or enterprise data deliverables (that adhere to enterprise frameworks) for various platforms/servers/applications/systems.
Provide data analysis and requirements within enterprise platform (e.g. Hadoop).
Implement processes aligned to data management standards, ensure data quality and requirements are embedded in/adhered to within system development deliverables.
Develop, maintain knowledge of data available from upstream sources and data within various platforms.
Perform data profiling using TD tooling and ad hoc system query languages to validate data analysis.
Help development and testing teams resolve data issues.
.

Qualifications:

Preferred Qualifications - Here are the preferred qualifications for this role:
Experience with designing Oracle relational databases
Strong SQL skills
Oracle (hands on)
Experience designing logical/physical models for 3nf data warehouses
Working expertise in an enterprise grade data modeling tool preferably SAS Power Designer.",Banks & Credit Unions,Finance,"Toronto, Canada",IT Data Specialist (Data analyst),TD Bank,NJ
7,"More information about this job: Short Description: The Manager, Insights and Analytics will be responsible for driving the design, development and ongoing enhancement of business insights and analytics across assigned business units within the Cooper Health System. This highly visible position will be part of the Enterprise Analytics team and the individual in this role will act as a champion and change agent for business analytics by driving the adoption of a culture of data-driven decision making within the assigned areas. The Manager will be someone who loves to bring data together to answer complex business questions that support the realization of operational and strategic goals. With minimal supervision, he /she will collaborate with the information technology, finance and ambulatory operations teams to synthesize and derive business insights and strategic guidance to the ambulatory and physician leadership teams. He /she will provide leadership for various analytical projects throughout their lifecycle, from conceptual and methodological design through to the presentation of findings and insights to business leaders. The successful candidate will be a self-motivated entrepreneurial individual who can easily function in a high demand and results-driven environment. He /she must have strong analytical and communication skills, and a passion for using data to drive decision-making at the operational and strategic levels. He /she will develop strong working relations with business partners to define and understand the drivers of business success. He /she will leverage on all available data sources to connect the dots and derive practical insights that facilitate strategic and operational decision-making. Special Requirements: Scheduled Days / Hours: M-F Advanced degree such as an MBA or Masters degree in relevant disciplines (e.g., Data Science, Engineering, Applied Sciences) 3+ years of professional experience in ambulatory or physician operations management 5+ years of professional experience in business analytics or other quantitative discipline in a data-centric business environment, preferably within the healthcare industry Strong client engagement skills with the ability to translate strategic and operational challenges into analytical projects and actions that are solution-driven Strong communication skills with an ability to translate complex analytical results into actionable recommendations through compelling and easy-to-digest reports and presentations Ability to handle multiple work assignment, manage multiple projects and priorities; and provide technical leadership in a an ambiguous and fast-paced environment Ability to effectively partner across all levels of the organization to provide thought leadership and guidance in the journey to create a data-driven leadership culture Demonstrated expertise in collecting and analyzing quantitative and qualitative data to generate fact-based recommendations and measurement of performance Working knowledge of various analytical and reporting tools (e.g., Tableau, Qlik, Domo)",Health Care Services & Hospitals,Health Care,"Camden, NJ",MGR BUS INSIGHTS & ANALYTICS - Enterprise Analytics,Cooper University Hospital,NJ
