,job_description,industry,sector,location,job_name,company_name,State
24,"Are you looking for the opportunity to shape the future of data engineering at a fast-growing company? If youre a seasoned Lead Data Engineer, looking for the next challenge to sharpen your design skills, build critical partnerships and take a global business to the next level then the Platforms team at ASICS Digital has the role for you.

ASICS Digital creates and brings to market cutting-edge digital apps and products for the ASICS brand. With over 50 million users, we possess an incredible wealth of data rooted in fitness training, goal-setting, and how technology can contribute to a healthy lifestyle. Managing and making sense of all that data is an extraordinary challenge and opportunity.

The Lead Data Engineer will work with other teams and stakeholders to understand requirements and transform those requirements into engineering tasks to deliver a data platform. Youll be working cross-functionally with several teams including Analytics, Product, Marketing and eCommerce. Your key focuses will be building up our data warehousing infrastructure and providing best practices for data engineering.
What youll do
Provide leadership in data engineering oriented in both technical expertise and process through managing technical scope and delivery of data engineering projects
Architect data flows to support business goals; building data engineering into a product that enables the ASICS global consumer business to grow
Implement data engineering practices using Infrastructure as Code patterns
Enable scalability and growth through documentation of sound data engineering/operational practices
Tune and implement improvementsin terms of quality, reliability, scalability, or data accessfor our production data stores
What youll have
15+ years of experience in the field with at least 5 years experience in data warehousing principles and practices and 5 years experience in managing/tuning large sets of data (i.e. hundreds of millions of rows of data)
Sound business leadership skills such as demonstrated technical and project leadership and effective communication skills
Experience with Java and/or PythonInterest in AWS and other cloud infrastructure services
Nice to have
Experience with AWS services (e.g. lambda, S3)
Exposure to NoSQL data stores (e.g. Couchdb, DynamoDB, etc)
Bonus: Experience with Snowflake Cloud Data Warehouse
ASICS Digital is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, veteran status, or fitness level.",Computer Hardware & Software,Information Technology,"Boston, MA",Lead Data Engineer,ASICS Digital,MA
25,"Your new role:
Are you excited about emerging advances in data science? If so, we may have the perfect job for you.
We are looking for an Editor in Chief to lead the launch of an exciting new Cell Press open access journal focusing on data science.
As tools and approaches for data collection and analysis develop, including into artificial intelligence and machine learning, it’s increasingly clear that the science of analyzing and processing data is becoming a field in its own right. We are excited to see these developments, and the impact that enhanced analytics are having on both science and society. Our new journal will be designed to cover these areas and discuss the full impact of data science application in a broad range of contexts.
We are looking for an experienced and collaborative Editor in Chief with a strong vision for this new journal and how it can contribute to advancing the technology and application of data science. This job offers a unique opportunity to shape a publishing venue that will influence the overall progress of the field.
Key responsibilities will include:
Working with Cell Press editorial leadership to devise and implement strategic and organizational plans for the journal
Building effective working relationships with colleagues across Cell Press and beyond
Representing the journal and Cell Press at scientific meetings
Leading networking and outreach in the scientific community
Managing the hiring and training of editorial team members
Commissioning thoughtful and topical review material
Recruiting original research articles and managing peer review
As the Editor in Chief, you will also travel to scientific conferences and research institutions to directly engage with scientists and to keep abreast of recent research developments. You will also have the opportunity to be a stakeholder in innovative Cell Press initiatives that shape the future of science communication.
This is a full-time editorial position based in our main office in Cambridge, MA. Our preference is for a candidate who would work in this location, but we are also open to candidates who would work in other locations where we also have offices.
What you should bring:
Broad interests and a passion for helping researchers publish their work.
Strong expertise in data science/analytics and a keen sense of trends and developments
Experience in editorial selection of papers to match journal scope and editorial standards, preferably as a full-time professional editor.
Enthusiasm for working with people. Collaboration and networking are core aspects of the job.
A dynamic, results-oriented approach to goals and objectives.
A good understanding of digital communication, publishing trends, and open access publishing.
Creativity, willingness to experiment, and desire to improve.
Strong organizational skills, and the ability to prioritize, focus, and achieve desired goals.
Great interpersonal skills. Collaboration and networking are core aspects of the job.
A PhD or other relevant doctoral degree.
Managerial experience is desirable but not required.
Elsevier is a global information analytics business that helps institutions and professionals progress science, advance healthcare and improve performance for the benefit of humanity. We help researchers make new discoveries, collaborate with their colleagues, and give them the knowledge they need to find funding. We help governments and universities evaluate and improve their research strategies. We help doctors save lives, providing insight for physicians to find the right clinical answers, and we support nurses and other healthcare professionals throughout their careers.

Elsevier provides digital solutions and tools in the areas of strategic research management, R&D performance, clinical decision support, and professional education; including ScienceDirect, Scopus, SciVal, ClinicalKey and Sherpath. Elsevier publishes over 2,500 digitized journals, including The Lancetand Cell, more than 35,000 e-book titles and many iconic reference works, including Gray’s Anatomy. Elsevier is part of RELX Group, a global provider of information and analytics for professionals and business customers across industries.
Elsevier employs over 7,000 people in more than 70 offices worldwide. We are an employer of choice, attracting and developing talented and creative people who thrive in a challenging and fast-paced environment. We offer an excellent compensation and benefits package as well as a real opportunity for career growth in a growing organization. Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com.",Enterprise Software & Network Solutions,Information Technology,"London, United Kingdom","Editor in Chief, Data Science Journal",RELX Group,MA
26,"Description
Position at Dominion Dealer Solutions

Automotive Data Analyst

For over a decade DataOne Software has been creating innovative data and software products that are utilized across the automotive industry. Our solutions are used to market, sell, manage inventory, and service millions of vehicles throughout North America. We like to think of our corporate culture as offering the best of both worlds, with the positive, can-do approach of a profitable, fast growing business combined with the backing and security of a large corporate presence. We take pride in maintaining a dynamic and collaborative work environment where employees can thrive, impact our business and realize their potential.

Job Description:

Overview: The Data Analyst position is responsible for acquiring automotive data, analyzing it and entering it into a proprietary set of internal tools with an exceptional attention to detail and a very low error rate.

Additional details below:
Primary function will be to obtain, compile, analyze, interpret, research and enter for presentation all ordering, pricing, and technical information needed by DataOne Software from the Automotive Industry.
Successful Analysts will acquire a high level of knowledge and expertise of the variations and unique attributes of automotive vehicles and their manufacturers.
Data Analysts must apply this expertise, as well as keep track of numerous details, in order to correctly capture the necessary automotive data within our normalized data hierarchy
Each Data Analyst is ultimately responsible for DataOne standards of 100% accuracy in the data incorporated into our products.
As a member of our Automotive Data Team, Data Analysts are responsible to help the team achieve established goals, as well as completing individual responsibilities in a timely manner.
Data Analysts will be assigned special projects commensurate with their abilities, experience and skill level.
Analysts will be required to work with Customer Support to investigate and resolve customer reports of error that are related to their work or responsibilities.
The position activity breaks down into roughly the following general activities:
15% data acquisition
10% special projects
40% data analysis
35% data entry
Required Skills:

Upon Hire
Strong research, analytical, math, and logic abilities are necessary to be successful
Strong computer skills, OR strong knowledge of and experience with the automotive industry/data
Very high accuracy and attention to details required and must be demonstrated in decision making and entry of information.
Typing speed of 30+ accurate words per minute
Proficient with Gmail, Google Docs, Microsoft Word and Excel.
Acquired post hire
Excellent understanding of the Automotive industry including
Automotive brands, manufacturers, technology/equipment, vehicle types, market segments, specifications.
Education/Experience
High School degree is mandatory. Associates degree or higher desired.
1-3 years of experience in the data entry field to acquire skills necessary to coordinate and perform a variety of data entry and data collection activities.
Required Attributes
Positive approach
Creative problem solver
Accurate and detail oriented
Focused
Motivated
Professional
Team player
Good time management
Summary

Dominion Enterprises is a leading online marketing and software services company offering client solutions across multiple targeted business verticals. Our iconic B2C web and mobile portals, including ForRent.com, Homes.com, CycleTrader.com and BoatTrader.com, generate nearly 30 million unique visits monthly. Our B2B cloud SaaS solutions directly support clients in establishing their online and mobile brands, generating leads, and managing customer relationships. We have more than 40 businesses and 3,000 employees in our Norfolk, Va. home office, across the U.S., and internationally. See our complete story at www.dominionenterprises.com. We offer a dynamic environment, excellent growth opportunities, competitive earnings and a comprehensive benefits package that includes a generous 401(k). Dominion Enterprises is an equal opportunity employer and supports a diverse workforce. Dominion is a drug-testing employer.

If you have the skills and are looking for a challenging growth opportunity, email cover letter with resume & salary history to:

jobs@dataonesoftware.com

DataOne Software

100 Cummings Center

Suite 251C

Beverly, MA 01915

Fax: 978-522-8434

Phone: 978-927-8385",Real Estate,Real Estate,"Norfolk, VA",Automotive Data Analyst,Homes.com,MA
27,"Job Description

The Team: Amazon Go is a new kind of store with no lines and no checkout—you just grab and go! Customers simply use the Amazon Go app to enter the store, take what they want from our selection of fresh, delicious meals and grocery essentials, and go!
Our checkout-free shopping experience is made possible by our Just Walk Out Technology, which automatically detects when products are taken from or returned to the shelves and keeps track of them in a virtual cart. When you’re done shopping, you can just leave the store. Shortly after, we’ll charge your Amazon account and send you a receipt. Check it out at amazon.com/go. Designed and custom-built by Amazonians, our Just Walk Out Technology uses a variety of technologies including computer vision, sensor fusion, and advanced machine learning. Innovation is part of our DNA! Our goal is to be Earths’ most customer centric company and we are just getting started. We need people who want to join an ambitious program that continues to push the state of the art in computer vision, machine learning, distributed systems and hardware design.
The Role: Everyone on the team needs to be entrepreneurial, wear many hats and work in a highly collaborative environment that’s more startup than big company. We’ll need to tackle problems that span a variety of domains: computer vision, image recognition, machine learning, real-time and distributed systems. As a Data Scientist, you'll provide analyses to support the design and deployment of new technology.
Basic Qualifications
Masters in Computer Science, Industrial Engineering, Operations Management, Management Information Systems, or a related field.
· 6+ years of experience in a relevant field
· Strong problem-solving skills and ability to prioritize conflicting requirements.
· Excellent written and verbal communication skills and ability to succinctly summarize key findings.
· Comfortable working as both part of a high-performing, diverse team and as an independent performer.
· Ability to multitask and prioritize critical tasks and conflicting requirements with a high attention to detail.
· Experience with big data and object oriented programming languages (Python, Ruby, Perl, Java, etc.).
· Experience in data mining using databases in a business environment with large-scale, complex datasets.
· Good working knowledge of applied statistics and machine learning techniques.
· Good knowledge of SQL and working with relational databases.
· Ability to design and conduct rigorous experiments on the effectiveness and efficiency of different technologies that will inform long term strategy.
· Willingness to travel 15% of the year.
Preferred Qualifications
· Familiarity with distribution or fulfillment center operations, software/firmware development or database administration.
· Knowledge of data visualization software (Microstrategy, Tableau)
· Experience using Cloud Storage and Computing technologies such as AWS RedShift, RDS, Hadoop etc.


Apply Now at Amazon",Internet,Information Technology,"Seattle, WA",Data Science Engineer,Amazon,MA
28,"Job Description
Interested in Amazon Echo? We’re building the speech and language solutions behind Amazon Echo and other Amazon products and services. Come join us!

The Applied Modeling and Data Science team is seeking a talented, self-directed Software Development Engineer to build a world class data & data analytics platform and design and build spoken language understanding scalable, self-serve analytics tools for use by the Alexa Machine Learning organization. She or he should be driven to provide inventive, simple solutions to complex problems and have a passion for language and language data analysis.
You will have significant influence on our overall strategy by helping define these features, drive the system architecture, spearhead the best practices that enable a quality product, and working with the engineering lead on the team to execute our technical vision.

The ideal candidate is clearly passionate about new opportunities and has a demonstrable track record of success in delivering new features and products. A commitment to team work, hustle, and strong communication skills (to both business and technical partners) are absolute requirements. Creating reliable, scalable, and high performance products requires exceptional technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience building large-scale distributed systems. This person has thrived and succeeded in delivering high quality technology products/services in a hyper-growth environment where priorities shift fast.
Responsibilities:
Responsible for the development and maintenance of key system features
Will work with other team members to investigate design approaches, prototype new technology and evaluate technical feasibility.
Will work in an Agile/Scrum environment to deliver high quality software against aggressive schedules.

Basic Qualifications
BS in Computer Science or equivalent.
3+ years of industry experience.
3 years of programming in one or more object-oriented languages like Java/Python/C#/Ruby/Objective C/C++
Experience building scalable infrastructure software or distributed systems for commercial online services.
Preferred Qualifications
MS in Computer Science
Mastery of the tools of the trade, including a variety of modern programming languages (Java, JavaScript, C/C++, Objective C, Python, Ruby, C)
Experience developing cloud software services and an understanding of design for scalability, performance and reliability.
Development experience defining, developing and maintaining REST based interfaces.
Excellence in technical communication with peers and non-technical cohorts.
Strong sense of ownership, urgency, and drive.
Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.
Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.
Analytical abilities and proven design skills.
Experience in web/front-end development.
speech-jobs

Amazon.com, Inc. is an Equal Opportunity-Affirmative Action Employer-Minority/Female/Disability/Veteran/Gender Identity/Sexual Orientation


Apply Now at Amazon",Internet,Information Technology,"Seattle, WA",Software Development Engineer - Alexa Applied Modeling & Data Science,Amazon,MA
29,"Spotify is looking for Data Engineering Interns to #JoinTheBand this Summer. You will build data driven solutions to bring music and digital media experiences to our 100 million active users and millions of artists either by working directly on product features, publishing and insight tools for artists, or by improving the quality of our data tools and large scale data infrastructure. You will take on complex data-related problems using some of the most diverse datasets available — user behaviors, acoustical analysis, revenue streams, cultural and contextual data, and other signals across our broad range of mobile and connected platforms. Above all, your work will impact the way the world experiences music.

What you’ll do
Build large-scale batch and real-time data pipelines with data processing frameworks like Scalding, Scio, Storm, Spark and the Google Cloud Platform.
Leverage best practices in continuous integration and delivery.
Help drive optimization, testing and tooling to improve data quality.
Collaborate with other engineers, ML experts and stakeholders, taking learning opportunities that will arise every single day.
Work in cross functional agile teams to continuously experiment, iterate and deliver on new product objectives.
Who you are:
You are pursuing a Bachelor’s or Master’s degree or a bootcamp certification in Computer Science or Computer Engineering or a related field of study.
You’ve dabbled in high volume data, preferably with distributed systems such as Hadoop, BigTable, and Cassandra.
You’ve had exposure to data modeling, data access, and data storage techniques.
You have an interest in agile software processes, data-driven development, reliability, and responsible experimentation.
You understand the value of collaboration within teams.
The Intern Gig

Spotify is looking for enthusiastic students/recent graduates with a passion for music and an ambition to go far. This isn't just any internship! Our paid internship program will give you the chance to gain in-depth knowledge of what it's like to be a Spotify employee as well as get the opportunity to see the technology side of a fast growing company! Our summer internships will last for 10 weeks this summer and start in the beginning of June.

The deadline to apply is November 18th, 2018 at 11:59 PM, EST. You can expect the following application timeline:
Late November, 2018 - Mid January, 2019: Application Review
Mid December, 2018 - March, 2019: Interviews
January, 2019 - April, 2019: Offers given out
June, 2019: Intern program start
#JoinTheBand

We are proud to foster a workplace free from discrimination. We strongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our users and our creators. This is something we value deeply and we encourage everyone to come be a part of changing the way the world listens to music.",Internet,Information Technology,"Stockholm, Sweden",Data Engineer - Summer Internship,Spotify,MA
30,"General Scope and Summary

Sage Therapeutics is searching for an experienced Manager of Pharmacovigilance (PV) Operations that is a creative, resourceful, and integrative thinker. The Manager of Pharmacovigilance Operations will work on projects and processes that ensure the strategies of the department are executed within global safety legislation and requirements. The successful candidate will have a proactive and innovative approach and a flexible, hands-on nature that works with a high sense of urgency. Effective communication skills will be key as this role provides an excellent opportunity for close collaboration with colleagues from other functions such as Clinical Operations, Medical Science, Data Science, Regulatory Affairs, Quality Systems and Medical Affairs.

Roles and Responsibilities
Participates in the review and execution of PV Operations safety data collection strategy across clinical trial and commercial programs
Provides oversight and review of vendor case processing activities
Responsible for participating in cross-functional activities to ensure and promote compliance with pharmacovigilance data collection standards and operational consistency across clinical trials and commercial programs for all Sage products
Provides knowledge into Clinical and Post Marketing teams on the needs and timelines of safety related organized data collection to ensure these needs are met and incorporated into Sage studies and commercial activities/programs that may generate adverse event data
Participates in the creation and dissemination of appropriate safety reporting language in commercial and clinical trial key documents
Accountable for reconciliation activities between Global Patient Safety and Post Marketing programs to ensure reporting of all adverse event data
Actively participates in cross functional projects that develop and support strong cross-functional relationships and communication
Maintains knowledge of adverse event reporting process and safety system and contributes to the development, improvement and standardization of new processes and methods
Contributes to projects which involve the implementation of new processes and methods within and across Global Patient Safety
Undertake activities necessary to maintain a state of inspection readiness
Provides sponsor oversight of SAE processing by outsourced vendors, including the review and monitoring of compliance through various monitoring reports and other oversight activities and ensures the implementation of effective corrective and preventative action plans
Actively participates in the quality review of SAEs and SUSARs following data entry by vendor. Specific focus on accuracy of narrative to reflect source documentation, MedDRA coding, and appropriateness of queries to seek follow-up from the clinical sites
Represents Drug Safety and Pharmacovigilance on clinical development teams, as assigned
Participates in internal audits and global regulatory inspections including MHRA/FDA/EMA etc. as a SME for specific PV topics and processes as needed
Experience, Education and Specialized Knowledge and Skills
Bachelor’s degree in nursing, pharmacy, or other health care related profession or life sciences required
Master’s degree in health care related profession preferred, but not essential
5-7 years of direct “hands on” Drug Safety and Pharmacovigilance experience
Vendor management experience
Knowledge of FDA, ICH, EU Regulations and Requirements for Pharmacovigilance
Experience using ARISg, Argus or other Safety Database applications required
Strong analytical and problem-solving skills with excellent attention to detail
Strong verbal, written technical communication and presentation skills
Proficiency in standard desktop software programs (Word, Excel, Outlook)
Embrace our core values: Put People First, Do Big, Be Accountable, Grow through Learning and Change, and Work Fun
Excitement about the vision and mission of Sage",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Cambridge, MA","Manager, Pharmacovigilance Operations",Sage Therapeutics,MA
31,"Join the Barton Associates data team as an intern! Barton Associates is a leader in the healthcare staffing & technology space with 800 employees in 10 offices across the US. The data team at Barton Associates is a small, agile team working with a variety of modern computing platforms, transforming raw data into actionable business insight.

Pre-launch your career and gain real-world experience in API development, data analysis, data science, and app development while working with and learning from the best. Not to mention getting free access to Domo certification!

Paid part-time and full-time internship opportunities at Barton Associates are designed for Information Systems, Computer Engineering, Data and Analytics, Statistics and related disciplines. These internship positions are intended to provide students with the opportunity to contribute to our internal and external operations efforts. This internship is for students located in the Greater Boston Area.

Skills You Will Learn:
Connecting disparate data sources
Creating a custom Domo connector
Real-world applications of Artificial Intelligence & Machine Learning
Domo administration and management

Responsibilities
Develop, test, and deploy data API connections between Domo and 3rd party systems.
Work with Domo implementation team to deploy and drive adoption of Domo to Barton Associate employees.
Measure internal operational efficiency (actual vs. plan) for programs and projects, create reports on key outcomes, and analyze performance.
Help catalyze the organization to shift from reactive business intelligence decision making to predictive approaches, including applications of machine learning, natural language processing, optical character recognition, and advanced algorithms.

Qualifications
Domo Accreditation and Domo Certification (certification for students provided for free by Domo)
SQL proficiency
Java
JavaScript, HTML, CSS web development
Python or R is a plus

Company Overview
Barton Associates specializes in providing the healthcare industry with best-in-class staffing (Locum Tenens) services throughout the United States. Since its inception, Barton has prided itself on building exceptional relationships with both its clients and providers, all of which originates from their world-class training program and strong commitment to their employees.

Locum tenens, a latin term meaning “holding the place,” is a $3.5 billion industry that is projected to reach $6.2, billion in the next 5 years. As our industry continues its rapid growth path, Barton Associates is poised to grow along with it. In 2001, Barton Associates was founded in a small office in Massachusetts’ North Shore. Since then, the company has grown to over 600 employees in 8 offices across 6 states (Massachusetts, Florida, Connecticut, Texas, New Hampshire, and Arizona) with more on the horizon.",Staffing & Outsourcing,Business Services,"Peabody, MA",Data Engineering Intern,Barton Associates,MA
32,"Job Description
Data Scientist is a role to build world class Data Science/ business intelligence, analytics, and reporting systems for ADS teams.

The Data Scientist– ADS Technology is accountable for the establishing performance measures and analytics for ADS teams. Facilitate creation of KPIs and KPMs, defined standards on measurement, reporting, and reviewing them to keep performance of ADS operations teams on track. (S)He should thrive and have demonstrated success in an environment which offers ambiguously defined problems, big challenges, and quick changes. (S)He will be expected to balance detailed execution with speed and possess solid collaborative skills. (S)He will be working in a fast-paced environment where every day brings new challenges and new opportunities. (S)He should have excellent business and communication skills and be able to work with business owners to develop and define solutions. This position involves regular communication with senior management on project status and risks. Cross-team coordination, project management, and executive presentation skills are essential.

The successful candidate will be a recognized expert for their analytical and leadership abilities.

· Apply Statistical and Machine Learning methods to specific business problems and data
· Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
· Collaborate with colleagues from multidisciplinary science, engineering and business backgrounds.
· Work with engineers to develop efficient data querying and modeling infrastructure
· Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful
· Communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions

· Work with teams in ADS across verticals, define success measures at team level and required KPI and KPMs to be tracked.
· Establish reporting standards by role, region, and vertical. Apply data engineering to deliver automated solutions, where possible.
· Assess performance of KPIs and KPMs; surface exceptions to the respective teams. Setup and execute processes to enable operations to drive corrective actions as necessary.
· Setup and execute processes of back-testing to verify the corrective action effectiveness and report
· Setup and execute processes for creation and distribution canned analysis reports where automated solutions do not exist.
· Setup and execute processes for performing exploratory data analysis to unearth insight or patterns that can be used to drive operational efficiency, further control cost per transaction of the operations teams.
· Work closely with Workflow, Data Engineering, and Software Engineering teams to drive initiatives on Operational efficiency.
Basic Qualifications
• Bachelor Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics
• 5+ years of experience with relevant technologies, enterprise reporting systems, data analytics.
• 5+ years of experience in working as an analytics or data engineering member working with cross functional teams.
Preferred Qualifications
• Master Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics with 3+ years of relevant experience
• Experience working with enterprise reporting systems, data analytics.
• Experience working as an Analytics Engineer or Data Scientist working with cross functional teams.
• Experience working with data visualization tools and creating data visualization concepts. (Excel, Tableau, or similar)
• Experience of statistical analysis and tools such as SAS, R, or equivalent.
• Familiarity with AWS RedShift and other distributed computing technologies preferred.
WS RedShift and other distributed computing technologies preferred.



Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation




Apply Now at Amazon",Internet,Information Technology,"Seattle, WA",Data Scientist,Amazon,MA
33,"Job description


Job Title: Accenture Digital, Accenture Applied Intelligence, Data Science Consultant

Location: New York or Boston

Workforce: Management Consulting

Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.

Accenture is a global management consulting, technology services and outsourcing company, with more than 477,000 people serving clients in more than 120 countries. Combining unparalleled experience, comprehensive capabilities across all industries and business functions, and extensive research on the world’s most successful companies, Accenture collaborates with clients to help them become high-performance businesses and governments. Its home page is www.accenture.com.

Accenture Applied Intelligence / Data Science

Accenture Applied Intelligence / Data Science delivers insight driven outcomes at scale to help organizations improve performance. Our extensive capabilities range from accessing and reporting on data to advanced mathematical modeling, forecasting and sophisticated statistical analysis and machine learning algorithms. Specifically we...
Help companies better understand consumers and how to connect with them across markets and channels, using data and analytics
Optimize marketing processes and integrate across the enterprise in order to maximize the opportunities of data, analytics and marketing outcomes.
We build, deploy, maintain and customer and channels solutions that reduce complexity and cost
Partner and team with technology solution providers and marketing agencies to deliver the best solution meeting the needs of our clients
Offer our clients end to end solutions and services
Job Description:

The Consultant is responsible for delivery data science projects. This process requires the use of advanced statistical analysis and machine learning algorithms in customer and channel analytics context.

The key responsibilities include:

· Client-facing interaction including providing analyses, recommendations, presentations and advice to clients.

· Adapts existing methods and procedures to create possible alternative solutions to moderately complex problems.

· Understands the strategic direction set by senior management as it relates to team goals.

· Uses considerable judgment to determine solution and seeks guidance on complex problems.

· Primary upward interaction is with direct supervisor. May interact with peers and/or management levels at a client and/or within Accenture.

· Determines methods and procedures on new assignments with guidance.

· Decisions often impact the team in which they reside.

· Project-based analytics including but not limited to Big Data Analytics, Digital Analytics, Customer Segmentation, Propensity / Churn Models, Marketing Mix Modeling, Multi-Channel Attribution, Pricing and Promotion, Trade Analytics, Markdown Optimization, Demand Forecasting

Professional Requirement:

Travel as required: up to 80%

+ Basic qualifications
Basic Qualifications:
Minimum of Bachelor's Degree required in related field; strong preference for fields of study in the data science, economics, statistics, and social sciences.
Minimum of 3 years of increasing experience in management consulting or industry
Minimum of 3 years of hands-on development experience
Minimum of 3 years expertise with the Microsoft suite (including advanced Excel skills with embedded Pivot Tables & Macros; advanced PowerPoint usage)
At least 2 years of experience with predictive analytics and BI tools which may include at least two applications from R / Revo R, SAS, Python, Spark, and Tableau.
Minimum of 2 years of experience working with big data technologies and data management tools such as Hadoop, SQL, or Infomatica
Professional Skills:
Possess a blend of marketing acumen, consulting expertise, and analytical capabilities that can will create value and insights for our clients.
Experience in the analysis of marketing databases using SAS or other statistical modeling tools.
Experience with analytic projects in the following areas: Applied Statistics/Econometrics, Statistical Programming, Database Marketing Management & Operations, Digital, Marketing Intelligence & Competitive Analysis
Has project management, time management and communication skills necessary to execute the responsibilities and deliver against client expectations
Plan and manage own work in collaboration with the team to meet assigned deliverables in a timely manner.
Demonstrated teamwork and collaboration in a professional setting; either military or civilian
Excellent written and oral communication skills with ability to clearly communicate ideas and results to non-technical business people
OUR COMMITMENT TO YOU
Your entrepreneurial spirit and vision will be rewarded, and your success will fuel opportunities for career advancement.
You will make a difference for some pretty impressive clients. Accenture serves 94 of the Fortune Global 100 and more than 80 percentof the Fortune Global 500.
You will be an integral part of a market-leading analytics organization, including the largest and most diversified group of digital, technology, business process and outsourcing professionals in the world. You can leverage our global team to support analytics innovation workshops, rapid capability development, enablement and managed services.
You will have access to Accenture’s deep industry and functional expertise. We operate across more than 40 industries and have hundreds of offerings addressing key business and technology issues. Through our global network, we bring unparalleled experience and comprehensive capabilities across industries and business functions, and extensive research on the world’s most successful companies. You will also be able to tap into the continuous innovation of our Accenture Technology Labs and Innovation Centers, as well as top universities such as MIT through our academic alliance program.
You will have access to distinctive analytics assets that we use to accelerate delivering value to our clients including more than 550 analytics assets underpinned by a strong information management and BI technology foundation. Accenture has earned more than 475 patents and patents pending globally for software assets, data- and analytic-related methodologies and content.
· As the world’s largest independent technology services provider, we are agnostic about technologybut have very clear viewpoints about what is most appropriate for a client’s particular challenge. You will have access to our alliances with market-leading technology providers and collaborative relationships with emerging players in the analytics and big data space—the widest ecosystem in the industry. These alliances bring together Accenture’s extensive analytics capabilities and alliance providers’ technology, experience and innovation to power analytics-based solutions.

· You will have access to the best talent. Accenture has a team of more than 36,000 digital professionals including technical architects, big data engineers, data scientists and business analysts, as well as user digital strategists and experience designers.

· Along with a competitive salary, Accenture offers a comprehensive package that includes generous paid time off, 401K match and an employee healthcare plan. Learn more about our extensive rewards and benefits here: Benefits.

CALL TO ACTION

Now is the time to become a digital disrupter. The opportunity is here—what’s stopping you from pursuing it?



Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women.

APPLY

SAVE THIS JOB


Share",Consulting,Business Services,"Dublin, Ireland",Data Science Consultant,Accenture,MA
