,job_description,salary,industry,sector,location,job_name,company_name,State
8,"Company Description

The Bosch Research and Technology Center North America with offices in Sunnyvale, California, Pittsburgh, Pennsylvania and Cambridge, Massachusetts is part of the global Bosch Group (www.bosch.com), a company with over 70 billion euro revenue, 400,000 people worldwide, a very diverse product portfolio, and a history of over 125 years. The Research and Technology Center North America (RTC-NA) is committed to providing technologies and system solutions for various Bosch business fields primarily in the areas of robotics and autonomous systems, visual computing, natural language understanding, car infotainment, web technologies, data mining, wireless solutions, energy materials and technologies, complex simulations, sensors, circuit design, and software engineering. In all areas, we work in close collaboration with our partners at leading US universities, leading-edge industry partners, and other worldwide Bosch research, development, and marketing units.

We at the Bosch Center for Artificial Intelligence (BCAI) are developing platforms and products to deploy domain specific descriptive and predictive analytics. We are currently building a large-scale automated forecasting platform capable of forecasting over millions of time series at all business levels within Bosch. This is highly rewarding work with a chance for high impact throughout the Bosch enterprise. In order to successfully expand this platform and continue our vision, we need to create intuitive and test-driven software that generalizes for multiple types of data. This internship position requires a candidate who has a good experience and knowledge in time-series forecasting, machine learning classification and regression algorithms, deep learning frameworks such as Tensorflow or PyTorch, database systems such as MSSQL as well as proficiency in R/Python.

Job Description
Develop and expand the algorithm presented in Meta-learning how to forecast time series: https://www.monash.edu/business/econometrics-and-business-statistics/research/publications/ebs/wp06-2018.pdf
Apply meta-learning to improve and speed up automated large scale forecasting.
Working closely with Data Scientists to define and interpret results from various data mining algorithms.
Develop Forecasting algorithm and functionalities that scale using distributed programming such as Spark.
Qualifications

Masters or Phd in Computer Science, Mathematics, Statistics or any other related field with prior experience in R, Python and Spark.

We are specifically looking for candidates with a knowledge in any of the following areas:
Knowledge of nonlinear classification/regression methods required.
Knowledge of forecasting a plus.
Knowledge of time series and feature generation from time series a plus.
Big Data Tools: Hadoop, Spark
SQL
R
Python
Tensorflow or Pytorch
Additional Information

By choice, we are committed to a diverse workforce - EOE/Protected Veteran/Disabled.

BOSCH is a proud supporter of STEM (Science, Technology, Engineering & Mathematics) Initiatives
FIRST Robotics (For Inspiration and Recognition of Science and Technology)
AWIM (A World in Motion)","$78,000/ year",Miscellaneous Manufacturing,Manufacturing,"Farmington Hills, MI",Meta-Learning Data Science Internship,Bosch Group,CA
9,"As a leading mobile games developer, Jam City is looking to level up our talent. Were on the hunt for innovators who consider themselves dynamic, collaborative and thrive in a fast-paced environment.

PERKS & BENEFITS
Competitive compensation packages
100% Company Sponsored Medical, Dental, and Vision Benefits (Employee-Only & Varies by Plan)
Unlimited Vacation Time
Catered Lunches
Fully Stocked Kitchens
Monthly Company Happy Hours & Events (ex. Game Nights, Karaoke)
Dog-Friendly Office

ABOUT THE ROLE
We are looking for the best and brightest talent to join our family. At Jam City you will have the freedom to work and play with a team of entrepreneurs who arent afraid to get things done!

Currently, we are searching for an innovative and inspiring Studio Design Director to lead the teams & products for one of our San Francisco-based studios! The ideal candidate would have a strong passion for casual mobile puzzles, and a desire to create the next biggest mobile games within the puzzle genre!
RESPONSIBILITIES
Lead strategic planning and design oversight for the studio's design department.
Work with game design leads to clarify and promote the vision and creative direction of their designs, from overall project goals to individual feature designs.
Work with engineering and systems designers to create systems and tools to increase project KPIs, throughput and design team efficiencies.
Represent the design department needs and initiatives to the SF Studio leadership and executive management team
Has an expert knowledge of game performance metrics from a live environment and how to make decisions based on the data while consistently considering the quality of the players experience.
Has an expert understanding of game economies, game systems, and data-informed game design.
Help with the coordination, observation, and analysis around playtesting and general consumer insights.
Work with Executive Producers to lead design department resource allocation, mentorship and employee growth initiatives
QUALIFICATIONS
You love games! You have an almost unhealthy passion for making and playing mobile games and strive to change the face of the industry
Ten or more years of game design experience in casual/mobile/free to play
Experience managing a team of content designer, narrative designers, and systems designers.
Ability to review and assess creative writing, level design, game mechanics, art, animation, and narrative.
A team player: Everyone contributes ideas and we are an ego-free group
Ability to juggle multiple responsibilities, collaborate and excel in a small team environment

COMPANY DESCRIPTION
Jam City is a global leader in mobile entertainment, providing social gaming experiences for millions of players around the world. Jam City was founded in 2010 by MySpace cofounders Chris DeWolfe and Aber Whitcomb, and former 20th Century Fox executive Josh Yguado. Jam City is the creative powerhouse behind some of the highest grossing and most enduring social gaming franchises for mobile, including Cookie Jam (Facebook Game of the Year winner) and Panda Pop. Jam City is the go-to studio for Hollywood, having developed immersive, narrative rich mobile games for iconic entertainment brands including Harry Potter, Family Guy, Marvel Avengers and Futurama. Jam City has 500 employees across studios in Los Angeles (HQ), San Francisco, San Diego and Buenos Aires. The Jam City team is known for its creative excellence and technological innovation in key areas including storytelling, data science and audience intelligence.","$135,000/ year",Video Games,Media,"Los Angeles, CA",Studio Design Director,Jam City,CA
10,"The Elastica Product is the leader in Data Science Powered™ Cloud App Security. Its CloudSOC™ platform empowers companies to confidently leverage cloud applications and services while staying safe, secure and
compliant. A range of Elastica Security Apps deployed on the extensible CloudSOC™ platform deliver the full life cycle of security for SaaS and Cloud Apps.

Job Description:

We are looking for a highly motivated seasoned software engineer to join our innovative
agile team. You would be part of the Gateway team, driving the evolution of our StreamIQ and ContentIQ deep content inspection and policy engine architecture and implementation. And you are a C and/or C++ ninja.

Responsibilities:

Work as part of Elastica's Gateway team, building a robust and scalable SaaS security and visibility solution running in the cloud. Drive the evolution of our StreamIQ and ContentIQ deep content inspection and analysis engines. Assist in the scaling and availability of our Proxy architecture,
and policy engines; and continue to evolve the overall software architecture.

Qualifications:
Experience with next generation deep content inspection firewalls/proxies, including application identification and pattern matching/extraction algorithms.
BS in Computer Science required, MS preferred; 4-5+ years of relevant working experience.
Strong C and/or C++ skills, with extensive multi-threading experience.
Experience in highly available and scalable distributed systems.
Strong and diverse networking background.
Experience with SSL, cryptography, and certificate management and generation is a plus.
Experience with SQL, NoSQL, and/or message-broker technologies is a plus.
Experience in OO scripting languages and/or Java is a plus.
Experience with high scale proxy and/or socket architectures is a plus.

========================================

Symantec is an equal opportunity employer. All candidates for employment will be considered without regard to race, color, religion, sex, gender identity, sexual orientation, national origin, physical or mental disability, veteran status, or any other basis protected by applicable federal, state or local law.

Apply","$153,000/ year",Computer Hardware & Software,Information Technology,"Mountain View, CA",Principal Software Engineer - CASB Gateway,Symantec,CA
11,"Intuit believes in the power of the individual. The power to do more. To make more. To be more.

We believe in the people who do things – the hat jugglers, the to-do list junkies, the masters of getting it done faster, better and more efficiently than ever before. Whether that's balancing the household budget, running a business or paying taxes.

We believe in these people because we are these people. We thrive on action – and results. And by making things simpler, we all get more out of doing what we love. We're innovators, and have been at it for more than three decades. And we don't stand still.

As the world evolves, so do we – inventing new solutions to solve important problems, perfecting those solutions and delighting our customers. In short: We’re on a mission to power prosperity around the world.

We started small in 1983 with Quicken personal finance software, simplifying a common household dilemma: balancing the family check book. Today, we serve 42 million customers in North America, Europe, Australia and Brazil, with products available from the desktop to the cloud.

Supporting our mission, our strategy is to apply a laser-like focus to help our customers prosper through One Intuit Ecosystem that:
Puts more money in their pockets through data-driven services
Eliminates work through innovative technology
Provides complete confidence that they can do it right – by themselves – with complete confidence
Just as we transformed before, from DOS to the web, and to the cloud and mobile, we are evolving again to deliver personalized experiences on a trusted, open platform and help create indispensable connections.

As the way we live and work evolves, we adapt our strategy to meet and lead these changes. No matter where you find us – and whether you use our products on your PC, mobile phone or tablet – we remain committed to creating new and easier ways for consumers and businesses to tackle life's financial chores, giving them more time to live their lives and run their businesses. As our business and product lines grow beyond accounting and into new areas, we will build on our heritage of innovation. That's not just our history. It's our future.

ROLE DESCRIPTION

The Artificial & Machine Learning team develops data-driven product features for financial management products like Mint and QuickBooks, as well as algorithms and analyses to drive business decisions.

The position involves close collaboration with the product and data teams in both Israel and in the USA. This role ranges from consultative business facilitator, leading discussions, to research experimentalist to technology innovator. The individual must be comfortable partnering with those directly involved with big data infrastructure, software, and data warehousing, as well as product management and risk management driving the business.

You thrive on ambiguity and enjoy the frequent pivoting that is part of the exploration. You are extremely passionate about applying practically Machine Learning to real customer problems, powering the next generation experiences for large-scale applications.

Essential Functions:
Hire, manage and lead a team of 10+ data scientists.
Apply artificial intelligence and machine learning techniques to solve complex questions or fuel new business opportunities.
Deliver breakthrough benefits to Intuit users/customers across small business & consumer products using individual, enriched, and aggregated data.
Provide company-wide leadership in advanced engineering, data science and analytics in the development of current or future products or technologies.
Proactively identify, consult with and provide guidance to senior management on the strategic direction of products & advanced technologies and techniques in the area of data science and analytics.
Provide/inspire data science innovations that fuel the growth of Intuit as a whole.
Understand and teach proven methods and hacking skills in working with divergent data types at scale, to explore and extrapolate data-driven insights using advanced, predictive statistical modeling and testing applied to data acquired and cleansed from a range of sources.
Provide to business stakeholders the entrepreneurial guidance essential for appropriately interpreting and building on findings, and fully exploiting the insights revealed through the research.
Qualifications:
BS, MS, or PhD in an appropriate technology field (Computer Science, Statistics, Applied Math, Econometrics, Operations Research, Physics, etc.).
10+ years’ experience as an established technical leader of data science teams that have successfully delivered data-driven software products.
Innovative and disruptive technology leader solving long term strategic outcomes
Expert command of AI and machine learning, statistical modeling, state-of-the-art tools, and engineering best practices.
Experience in leading teams who have expertise in data mining algorithms and statistical modeling techniques such as clustering, classification, regression, decision trees, neural nets, support vector machines, genetic algorithms, anomaly detection, recommender systems, and natural language processing.
Impeccable attention to detail and strong ability to convert complex data into insights and action plans
Strategic thinker, flexible problem solver, great listener and team orientation
Able to effectively communicate a vision and inspire others to innovate
Preferred Additional Experience:
Prior experience working in the security or anti-fraud space
Prior experience in PM role
Imagine a career where your creative inspiration can fuel BIG innovation. Year-over-year, Intuit has been recognized as a best employer and is consistently ranked on Fortune’s “100 Best Companies To Work For” and Fortune World’s “Most Admired Software Companies” lists. Immerse yourself in our award-winning culture while creating breakthrough solutions that simplify the lives of consumers and small businesses and their customers worldwide.

Intuit is expanding its social, mobile, and global footprint with a full suite of products and services that are revolutionizing the industry. Utilizing design for delight and lean startup methodologies, our entrepreneurial employees have brought more than 250 innovations to market – from QuickBooks®, and TurboTax®, to GoPayment, Mint.com, big data, cloud (SaaS, PaaS) and mobile apps. The breadth and depth of these customer-driven innovations mean limitless opportunities for you to turn your ingenious ideas into reality at Intuit.

Discover what it’s like to be part of a team that rewards taking risks and trying new things. It’s time to love what you do! Check out all of our career opportunities at: careers.intuit.com. EOE AA M/F/Vet/Disability","$162,000/ year",Computer Hardware & Software,Information Technology,"Mountain View, CA","Director of Data Science, Fraud & Risk",Intuit,CA
12,"Job description


Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements, the way we collaborate, deliver and operate, provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.

From interactive experiences that captivate customers, new intelligence that is applied across every industry, function and process, and the Digital Reinvention of Industry through smart, connected, products, services, plants and workers—that’s NEW APPLIED NOW.

We augment the power of humans with artificial intelligence to help our clients pivot to the new, now. We leverage AI and proprietary advanced analytics algorithms to sense, comprehend, act and learn across the value chain – at unprecedented speed and scale. Our network of over 1800 Data Scientists, Academic Alliances, patented apps and Innovation Labs and Studios rapidly test proofs of concept and accelerate time to market so our clients become industry disruptors.

We help clients pivot from thinking digital to being digital at the core, are you ready to choose Accenture?

Role Description

A professional in this position, at this level within Accenture has the following responsibilities:

Bring products to market quickly, efficiently and seamlessly with advanced analytic algorithms and AI to solve complex supply chain and logistic challenges and realize customer strategy
Design, develop and deploy state-of-the-art, data-driven predictive and prescriptive models to
solve business problems using the latest and most appropriate technologies in statistical modeling, machine learning and optimization
Convert desired outcomes into value-based business initiatives, linking them to specific analytics, and applying interpretation methods/ techniques to create value
Ability to implement and execute structured decision-making. Acts independently to determine best possible methods and procedures to deliver against Enterprise Data & Analytics assignments
Ability to meet travel requirements, up to 80%

+ Basic qualifications
Basic Qualifications

These are the minimum requirements for an aspirant to be considered for the position applying to:

Bachelor's degree in data science, applied mathematics, economics, statistics, engineering, industrial engineering, operations research or other quantitative/computational related field of study
3 years working and conceptual knowledge of supply chain industry methodologies and principles
5 years of combined success in supply chain management and operations experience; specializing in the area(s) of data analysis, modeling and simulation during the planning phases
5 years demonstrated results in the areas of Supply Chain Optimization Projects (inventory optimization, network design, network redesign, and architecture) in sophisticated and complex environments including the use of simulation and modeling tools (Llamasoft, IBM: LNP and IPFA), CPLEX, or other similar)
5 years of performing data analytics and modeling with advanced languages (e.g., Python or R)
7 years of experience with real data
Preferred Skills
Graduate degree in a mathematical/engineering field of study, supply chain, or an MBA with emphasis on supply chain and operations
Working knowledge of enterprise data tools and technologies
Working knowledge of analytics technologies (SAS, R, Hadoop, etc.)
Experience leading presentations and managing client deliveries and expectations
Experience with SQL
Professional Skills
Proven ability to build, manage and foster a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Passionate about mathematics, statistics, data analytics and driving results
Excellent communication (written and oral) and interpersonal skills
Excellent leadership and management skills
Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women.

APPLY

SAVE THIS JOB


Share","$112,000/ year",Consulting,Business Services,"Dublin, Ireland",Supply Chain Data Science Manager,Accenture,CA
13,"Instacart is building the best way for people anywhere in the world to shop for groceries. Since Instacart started in 2012, we've launched same-day delivery in 200 US markets. We are laser focused on delivering groceries from your favorite stores right to your door. We now cover over 60% of US households and aim to have 80% coverage by the end 2018that's 90 million households! From a technology point of view, the platform is complex, rapidly scaling and processing millions of transactions in real-time all of the time. Our technology coupled with operational expertise enables Instacart to deliver fresh groceries in as little as an hour. This is a difficult problem to master and we are making it happen. Every day, we solve incredibly hard problems to create an experience for our customers that is absolutely magical.

We're looking for experienced product managers to join us. Our work makes a large and profound impact on people's lives by saving them time and changing the way they shop for and think about food. Join us!

What You'll Be Doing

As the Senior Product Manager for Search Engine Optimization (SEO) and App Store Optimization (ASO) you will lead a cross-functional team to make sure that Instacart content and apps rank as high as they can for important search engine & app store searches and that such channels contribute strongly to Instacart's overall growth.

You will do so by working with our Design, Engineering, Data Science, and Data Analyst teams to develop, prioritize, and execute roadmaps, strategic plans, and individual projects/features for achieving our SEO and ASO goals.

What You Should Already Have
A minimum of 4+ years experience running SEO, ASO, or similar areas for a technology company
Strong domain knowledge in optimizing overall content, page layout, and navigational structure for search engine consumption
Plan, implement, analyze and improve all SEO activities. Define, monitor, and analyze all available search KPI's to measure success and report on results.
Actively manage all on-page SEO, including taxonomy, naming standards, site architecture, canonicalization, link-building, schema and meta tags.
Consistently track and assess competitors and identify competitive opportunities. Analyze opportunities to increase rank for underperforming competitive pages and provide specific and actionable recommendations.
Strong experience in key landing page optimization tactics such as Conversion Rate Optimization (CRO) and large-scale A/B testing
Superior data and analytical skills including the ability to define and decompose relevant metrics and to directly perform data analysis in SQL or similar
Appreciation and understanding of consumer psychology and its impact on new product adoption
Bachelor's or advanced degree, ideally in a technical or quantitative discipline. MBA a plus.
What We'll Set You Up With
Talented and collaborative coworkers who will both push and support you
Market competitive salary and equity
Medical, dental, vision benefits and 401(k) retirement plan
Take what you need vacation (and we really mean it)
16 weeks maternity leave / 8 weeks paternity leave so you can truly bond with your child
Complimentary Instacart Express membership so you can use our product without paying a delivery fee","$146,000/ year",Consumer Product Rental,Consumer Services,"San Francisco, CA","Senior Product Manager, Search Engine Optimization",Instacart,CA
14,"Clarivate Analytics clients are the trailblazers and risk takers who come up with life-changing ideas. We’re looking for our own trailblazers to help us keep providing clients some of the world’s most trusted brands, spanning scientific and academic research, patent analytics, pharmaceutical and biotech intelligence and IP management.

We’re an independent owned company with a rich heritage and a bold entrepreneurial mission. If you’re excited by the thought of helping people and organizations go from new ideas to life-changing innovations faster, we’re excited to consider you for a position at Clarivate.

Responsibilities:

Reporting to the Chief Analytics Officer you will be responsible for the following:
Researches and identifies Machine Learning (ML) and Natural Language Processing (NLP) methods and algorithms to solve specific problems to improve MarkMonitor products
Implements these methods and devises appropriate test plans to validate and compare the different approaches
Identifies new applications of ML and NLP in the context of MarkMonitor extensive sets of content and data
Explores existing data for insights and recommends additional sources of data for improvements
Manage/Build a team of Data Scientists
Requirements
Excellent understanding of ML, NLP, and statistical methodologies
Excellent JAVA programming skills
Ability to test ideas and adapt methods quickly end to end from data extraction to implementation and validation
Experience with search engines, classification algorithms, recommendation systems and relevance evaluation methodologies
Bachelor's degree in Computer Science, Statistics, Technology, or Engineering, strongly preferred, or equivalent work experience
10+ years proven track record in the application of ML and NLP
It is the policy of Clarivate to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Clarivate will provide reasonable accommodations for qualified individuals with disabilities.","$55,000/ year",Enterprise Software & Network Solutions,Information Technology,"San Francisco, CA","Manager, Data Science",MarkMonitor,CA
15,"The Role:

Course Hero is looking for a Staff Search Engineer who can hit the ground running. You'll take ownership of the design and implementation of Course Hero's consumer-facing search. As part of our Artificial Intelligence Group, you will release code every day and your work will be seen by millions of users. The key objective of the AI Group is to build the semantic knowledge graph at Course Hero in order to help personalize bespoke learning experiences for students and help educators create unique course content. At the platform level, Course Hero is a two-sided network, with the supply side of the network economy focused on sourcing knowledge through the acquisition of course content and the demand side focusing on delivering value for students and educators.

The charter for the Demand Intelligence team is to focus on the demand side of the network, by enabling search intelligence and demand side data products. This team will be building a semantic search engine using NLP based search mechanisms for the long-tail distribution and consumption of our document corpus. This also includes building user cohorts, an inference engine to infer intent, behavior, usage, trends, and economic demand curves powering content recommendations, pricing, and other applied data science initiatives. This is a technically-engaged, high-visibility position leading development for products built on search and machine learning.

Here are some ways you'll make an impact:
You'll improve the relevancy and functionality of our consumer-facing search by combining the capabilities of Elasticsearch with the application of Machine Learning techniques over our vast dataset.
You'll be designing and implementing high performance and scalable search systems, indexing over 16 million pieces of content in every conceivable format for every academic subject.
You'll be taking us global as we scale our site for 10x to 100x as many students who can access our resources for any course, anywhere, at any time, and in any language.
You'll work with our engineering, product, and design teams to build new features, tools and functionality with AWS, Docker, React, Elasticsearch, and other tools in our stack.
You'll leverage Elasticsearch to help solve problems beyond user-facing search - these include recommendations, duplicate/copyright detection, and natural language understanding applications.
Are you our Star Staff Search Software Engineer?
You've gained 8+ years of professional experience with web application development and MVC frameworks like Symfony, Rails, or Django.
You have back-end development experience in languages such as Javascript in Node.js, Python, Ruby, Scala, Go, PHP, C#, or Haskell.
You have 2-3 years of recent search-specific experience with search engines such as Elasticsearch, Solr, or Lucene.
You've earned a degree in Computer Science or STEM field.
You have code you can share through a project website or GitHub repo.
Bonus Points:
You have experience in leading or mentoring less-experienced engineers.
You have front end development or design experience with jQuery, React, JavaScript, or SASS.
You have data analysis and visualization experience (e.g. for Machine Learning).
What We Offer You:
Industry competitive salary and stock options
Full coverage (medical, dental, vision, and life)
401(k) program to help you save for the future
Educational assistance program to support lifelong learning
Free weekly lunches, plus an endless snack and drink supply
Regularly planned team and company events, alongside awesome teammates
Commuter benefits, cell-phone allowance, and a free gym membership
Opportunity to make a meaningful impact in a revolutionary space
A top 250 fastest growing company according to Deloitte and Touche Technology Fast 500
About Us

Course Hero is an online learning library where you can access over 20 million course-specific study resources contributed by a community of students and educators. You'll find practice problems, study guides, videos, class notes, and step-by-step explanations for every subject you're studying from economics to literature, biology to history, accounting to psychology, and everything in between. We help you quickly find what you need so you can learn deeply.

Our company culture is very open, flat, and collaborative. In addition to hiring the best talent, we believe that a diversity of perspectives, ideas, and cultures leads to the creation of better products and services. On our team, we're problem solvers, we think like owners, and we embrace a growth mindset in our efforts to continually better our product. We're growing fast, we're profitable, and we're looking for new team members to help us plot our course towards future success!

Read up on some of our recent news coverage, learn more about us, and check out our values to understand what it is like to work on our team!","$191,000/ year",Colleges & Universities,Education,"Redwood City, CA",Staff Search Engineer,Course Hero,CA
16,"At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world. We welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently. If you have the curiosity, passion, and collaborative spirit, work with us, and lets move the world forward, together.

About the role Ubers Marketplace team is looking for an experienced, passionate data science manager to lead and scale a functional team devoted to supply and demand forecasting. Forward projections of drivers and riders, across varying levels of spatial granularity and multiple timescales, are crucial building blocks for Ubers pricing and supply positioning systems. Creating and updating these forecasts in response to a rapidly changing world is a fascinating and challenging problem, which must be solved in real time leveraging enormous data sets.

About the Team Ubers Marketplace organization focuses on building technology to achieve market balance (matching the supply of drivers with demand from riders) and optimize the reliability and availability of Uber's trip fulfillment. We are the brain of Uber, tackling the companys most challenging quantitative problems: optimizing Uber's dynamic pricing system; providing real time positioning guidance to drivers; optimizing dispatches of drivers and couriers to incoming requests; matching riders together for UberPool, and many more. What You'll Need Excellent educational background in machine learning, statistics, applied math, economics, operations research, or a related field. Masters or PhD degree preferred.At least 5 years industry experience in time series modeling or machine learning, with significant personal experience as a technical contributor. Experience working with large data sets; experience with spatial data a plus.Some experience as a frontline manager, leading teams of 2 or more. As manager, you will manage several direct reports initially and will have the opportunity to create, scale and nourish a team of experienced professionals.Entrepreneurial mindset. Everywhere you go, you can't help but mobilize people, create things, solve problems, roll up your sleeves, collaborate, go above and beyond. You are an insatiable doer and motivator of others.Excellent execution and organization. This team will be working with engineers and product leads at the forefront of the development cycle. To excel in this role, you should be comfortable executing with little oversight and be able to adapt to problems quickly.Experience with common analysis tools - Python, R, and SQL. Demonstrable familiarity with code and programming concepts.","$79,000/ year",Computer Hardware & Software,Information Technology,"San Francisco, CA",Data Science Manager - Marketplace Forecasting,Uber,CA
0,"Janssen Research & Development LLC, a Johnson & Johnson company, is recruiting for a Scientist, Data Science. The primary location for this position is Spring House, PA. Consideration will be given to Raritan, NJ; La Jolla, CA; and Beerse, Belgium. Up to 10% domestic travel may be required.
Janssen develops treatments that improve the health and lifestyles of people worldwide. Research and development areas encompass oncology, cardiovascular and metabolic disorders, immunology, neuroscience, and infectious disease. Our ultimate goal is to help people live longer, healthier lives. We have produced and marketed many first-in-class prescription medications and are poised to serve the broad needs of the healthcare market from patients to practitioners and from clinics to hospitals. To learn more about Janssen, one of the Pharmaceutical Companies of Johnson & Johnson, visit www.janssenpharmaceuticalsinc.com.

Thriving on a diverse company culture, celebrating the uniqueness of our employees and committed to inclusion. Proud to be an equal opportunity employer.

The R&D Data Science team within Janssen is looking for an outstanding scientist who is interested in designing, developing, and fielding impactful data science solutions. Our team supports projects from discovery through late development. The scientist will help identify viable data science opportunities and then conceive, develop and implement end to end data analytical solutions. There are many ways to explore and analyze data, and this drives the excitement and passion of data scientists at Janssen as many teams are eager to leverage data to drive scientific innovation. The scientist will be someone who stays on the cutting edge of the data science field in order to implement novel algorithms that influence decisions at various levels in the organization. The role requires both a broad knowledge of existing machine learning algorithms and creativity to invent and customize when necessary. The scientist will be part of a dynamic, accomplished team that supports multiple R&D therapeutic areas in the discovery and development of innovative medicines.

The Scientist will:

Work with colleagues in research and development to design, build, and implement state-of-the art scientific algorithms to support Janssen R&D initiatives.
Develop and apply creative solutions that go beyond current tools to deliver data-driven insights to high-priority scientific problems.
Participate in project teams and interact closely with scientific colleagues across various disciplines.


Qualifications
Ph.D degree (OR Masters degree with a minimum of 3 years of relevant experience) in Computer Science, Statistics, Machine Learning & Artificial Intelligence, Physics, Mathematics, Computational Chemistry, Bioinformatics, Computational Biology or a related discipline is required.
Familiarity with drug discovery and clinical development processes is preferred.
Strong working knowledge of machine learning algorithms such as Random Forest, SVM, neural networks, etc. and/or Natural Language Processing techniques is required.
Familiarity with large datasets, understanding of data analysis workflows, and/or knowledge of querying languages such as SQL is required.
Handling of healthcare relevant datasets, such as EHR, insurance claims or registry data, is preferred.
Proficiency with one or more programming languages such as Python, R, C++, or Java is required.
Experience with visualization software/tools such as R, Spotfire, Tableau, etc. is preferred.
Ability to effectively communicate technical work to a wide audience is required.


Primary Location
United States-Pennsylvania-Spring House
Other Locations
Europe/Middle East/Africa-Belgium-Antwerp-Beerse, North America-United States-California-La Jolla, United States-New Jersey-Raritan
Organization
Janssen Research & Development, LLC. (6084)
Job Function
R&D
Requisition ID
00001DJO","$101,000/ year",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"New Brunswick, NJ","Scientist, Data Science (1 of 2)",Johnson & Johnson,CA
1,"Imagine what you could do here. At Apple, we believe new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.

It takes deeply dedicated, intelligent and hard-working individuals to maintain and exceed the high expectations for the exciting iPhone brand at Apple. The iPhone Operations Data Team is looking for an extraordinary Machine Learning Engineer to join our team. You will help design and implement our machine learning strategy to the massive iPhone supply chain and help build the future of our manufacturing systems. You will be working with multi-functional teams and applying machine learning/data mining algorithms to large-scale data.
Key Qualifications:
•Minimum three years of proven hands-on experience applying machine learning techniques to build models integrated into applications.
•Strong working knowledge of machine learning/data mining algorithms (deep learning, classification, clustering, etc). Experience with Image Analysis/Computer Vision is a plus.
•Understand algorithms (be able to tweak them when needed) as well as infrastructure that enables fast iterations
•Strong software development skills with proficiency in Python and R. Experienced user of libraries such as scikit-learn, scipy, R, NetworkX, Spacy, and NLTK.
•Good understand of deep learning algorithms and workflows, and experience with Torch, Caffe, MXNet, TensorFlow is a Plus.
•Experience in Hadoop, Spark, Hive, Cassandra, Kafka and NoSQL databases
•Ability to meaningfully present results of analyses in a clear and impactful manner
Description:
As a key member of our team, you will be collaborating with different engineering and operations teams and leading development machine learning solutions for a variety of tasks and projects. This Data Scientist will be responsible for delivering projects from end-to-end: problem statement and conceptualization, proof-of-concept, and participation in final deployment. You will also perform ad-hoc statistical and data science analyses. You will also work closely with data engineers to generate seamless business intelligence solutions. You will be expected to conduct presentations of analyses to a wide range of audiences including executives.
Education:
- Ph.D. in Machine Learning, Data Science, Statistics, Operations Research or related fields with 3+ years experience applying machine learning techniques to real business problems.
- Master of Machine Learning, Data Science, Statistics, Operations Research or related fields with 5+ years experience applying machine learning techniques to real business problems.

The people here at Apple dont just create products they create the kind of wonder thats revolutionized entire industries. Its the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.



Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.","$173,000/ year",Computer Hardware & Software,Information Technology,"Cupertino, CA",Data Science & Machine Learning Engineer- iPhone Operations,Apple Inc.,CA
