,job_description,industry,sector,location,job_name,company_name,State
23,"Coupa Software (NASDAQ: COUP) is the cloud platform for business spend. We deliver Value as a Service by helping our customers maximize their spend under management, achieve significant cost savings and drive profitability. Coupa provides a unified, cloud-based spend management platform that connects hundreds of organizations representing the Americas, EMEA, and APAC with millions of suppliers globally. The Coupa platform provides greater visibility into and control over how companies spend money. Customers small, medium and large have used the Coupa platform to bring billions of dollars in cumulative spend under management. Learn more at www.coupa.com. Read more on the Coupa Blog or follow @Coupa on Twitter.

Do you want to work for Coupa Software, the world's leading provider of cloud-based spend management solutions? Were a company that had a successful IPO in October, 2016 (NASDAQ: COUP) to fuel our innovation and growth. At Coupa, were building a great company that is laser focused on three core values:
Ensure Customer Success Obsessive and unwavering commitment to making customers successful.
Focus On Results Relentless focus on delivering results through innovation and a bias for action.
Strive For Excellence Commitment to a collaborative environment infused with professionalism, integrity, passion, and accountability.
As a Sr Product Manager for Analytics, Data and AI, you will help build Analytical and Data Science products that are valuable, usable and feasible. You lead our effort to provide our customers better visibility into their spend data and embed data-driven prescriptive insights across the entire Coupa suite, including our current Coupa Analytics and AI Classification offerings. This is a challenging but incredibly rewarding experience for an outstanding Product Manager.

You are an innovator with a strong bias for action and an unwavering commitment to making our customers successful. You are in permanent connection with the business community, engineering and user experience teams. You will have the opportunity to work directly with our executive team on very high visibility projects with primary functional ownership including:
Analytics solutions to give our customers a holistic view of their spend data
Prescriptive intelligence solutions across our suite to surface community-based recommendations and help our customers improve their business velocity
AI-based spend analysis services to support the normalization of data with Data Science and Machine Learning technologies
Internal BI system, Data Platform (ETL process and Data Warehouse) and business metric tracking to support internal teams with rich, real-time data needed to run our business
You will build products from existing ideas, and help develop new and innovative capabilities based on your industry experience and your connections with customers and prospects. You must possess a blend of business acumen and technical savvy, a big-picture vision, and the drive to make that vision a reality.

You are self-motivated, results-oriented with a can-do attitude. You are able to communicate with all areas of the company. You will work with developers, architects and quality engineering to define thoughtful, detailed product release requirements. You will work with the marketing team to define the go-to-market strategy, helping them crystalize the product positioning, its business value, its key benefits, and target customer(s). You will also evangelize your product offering internally (e.g., sales) and externally (e.g., customers, partners).

Responsibilities
Understand and analyze user needs.
Develop and own the complete set of specifications for the product features.
Help to define a product vision and strategy.
Work with engineers to build and launch new features, solve any issues, and manage scope to meet release deadlines.
Work with UI/UX to help define the best possible user experience
Perform User Acceptance Testing (UAT) to determine if the requirements are met
Qualifications
Must have 3+ years Product Management experience in Analytics, preferably with an innovative SaaS/Cloud product company; experience in Machine learning/AI a big plus
Excellent written, presentation and verbal communication skills with the ability to synthesize, summarize, and extract the essence of what matters for each stakeholder
Ability to build and defend business cases, and sell the product vision
Ability to thrive under pressure and function effectively in a fast-paced environment, providing strong leadership skills and managing multiple projects simultaneously
Deep interest in creating and analyzing products
Articulate and self-confident team player, willing to pitch in to get things done
Proven ability to collaborate successfully with distributed teams (e.g., Software Engineering, both local and offshore) and across functions (ops, supports, CSM, etc.)
Highly self-motivated, hardworking, and goal-driven team player, with creativity and entrepreneurial flair
Fast learner qualities and can quickly synthesize ideas, information and options
Experience with Agile software development is a must
BA/BS in Computer Science or related field. MBA preferred
Experience in Startups or Management/Business Consulting is a plus
At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of todays dynamic businesses. Its our people who make it happen, and we strive to attract and retain the best in every discipline.

We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program (ESPP), comprehensive health benefits for employees and their families, a 401(k) match, a flexible work environment, no limit vacations for exempt employees, non-exempt employees are on an accrual basis for PTO, catered lunchesAnd much more!

As part of our dedication to the diversity of our workforce, Coupa is committed to Equal Employment Opportunity without regard for race, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity or religion.

Please be advised, inquiries or resumes from recruiters will not be accepted.",Enterprise Software & Network Solutions,Information Technology,"San Mateo, CA","Sr. Product Manager, Analytics, Data and AI",Coupa Software,CA
24,"Machine learning is the top focus of almost every technology company--from the Silicon Valley to New York to around the world. What makes this type of technology so powerful? Context. Focusing on the where allows us to make sense of our businesses, lives, and world, whether that’s through automating portions of workflows to save companies millions of dollars or predicting life-altering events.

We are looking for talented machine learning engineers to help build industry-leading predictive geospatial solutions for our customers in 160+ countries. We need a data scientist who is an individually driven, passionate professional to help us create machine learning best practices, not only within Esri but also for the broader GIS community. This game-changing opportunity requires someone with strong hands-on, proven experience with statistical analysis, machine learning, predictive analytics, and software engineering.

If you are passionate about changing the world, literally, through machine learning you are in the right place. Where will you leave your mark?

Responsibilities:
Identify and solve problems. Apply data mining and machine learning techniques, perform statistical analysis, and build high-quality prediction systems that solve our customers' business problems. Explore, interpret, and analyze datasets for patterns of interest.
Understand our customers. Work closely with various teams to understand our customers’ needs, eventually crafting and pitching machine learning use cases to them.
Deliver results. Model business problems to supervised/unsupervised learning algorithms, map business data to features, perform proper feature engineering, iterate with different models, and conduct hyper parameter optimization to yield highest model performance.
Impact change. Help build the data science and machine learning capability inside Esri by developing best practices and patterns for geospatial machine learning, developing reusable technical components for demos and POCs, and identifying and helping establish the needed technology stack and infrastructure. Keep up-to-date with latest technology trends in machine and deep learning and quickly learn about new frameworks/techniques to be used in projects delivery.

Requirements
4+ years of practical machine learning experience
Deep understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with deep learning techniques, mainly CNNs and RNNs (GANs and RL experience is a plus)
Experience with spatial data and/or GIS
Experience in at least one of these toolkits: R, Weka, SciKitl-learn, MATLAB
Familiarity with machine learning frameworks/libraries/packages/APIs (e.g., Theano, Spark MLlib, H2O, TensorFlow, PyTorch, etc.)
Proven experience in ETL, data processing, transformation, cleaning, and data warehousing techniques
Experience with applied statistics skills, such as distributions, statistical testing, and regression
Experience with widely used probability methods (conditional probability, Bayes rule, likelihood, independence, etc.)
Experience with time series analysis
Experience with data visualization techniques and tools (e.g., ggPlot2)
Strong software engineering background (OOP, data structures, algorithms, computability, and complexity)
Excellent conversation and communication skills
Bachelor’s in a relevant quantitative field, such as statistics, operations research, or computer science, depending on position level (master's or PhD preferred)
Recommended Qualifications:
Proven understanding of multivariable calculus and linear algebra
Experience dealing with massive data sets, using big data tools (Hadoop HDFS, MapReduce, Accumulo, Presto, MongoDB, Cassandra, HBase, R, Mahout, Pig, and Hive, DC/OS)
Hands-on experience and expertise with cloud computing services (AWS, Azure, etc.)

The Company
Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.

Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.

Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",Computer Hardware & Software,Information Technology,"Redlands, CA",Senior Data Scientist,Esri,CA
25,"CONSULTANT– DATA SCIENCE GROUP

Opinion Dynamics seeks a new team member to join our Data Science group at the Consultant level. The ideal candidate is someone who enjoys an analytical challenge, relishes learning new things, and is excited to work with a multidisciplinary team of engineers, statisticians, and social scientists. In this role, you will work with the Opinion Dynamics’ Data Science group and staff around the country to solve complex research and energy policy questions such as how to effectively measure the impact of energy efficiency or demand response programs on the electricity grid.

Responsibilities

The successful candidate for this position is detail-oriented with demonstrated professional experience cleaning and manipulating large datasets (50,000+ records) using one or more statistical packages (Stata, R, SPSS, SAS, SQL, etc.). He or she has experience performing statistical analysis and drawing appropriate, and actionable inferences from data. The successful candidate will have a demonstrated track-record of thinking critically about their work, applying their judgement within a context of accountability, and clearly communicating with other project staff and managers about their work. The candidate will also have good time-management skills and will be able to accomplish project work within budget- and timeline constraints. These skills will enable the Consultant to become an essential part of multiple project teams at Opinion Dynamics, helping to deliver high-quality, transparent analysis and associated reporting across an array of analytical contexts in the energy field.

Qualifications

We are looking for candidates with demonstrated experience conducting statistical or econometric modeling, strong critical thinking skills, impeccable detail-orientation, and a commitment to conducting their work with the highest level of integrity. Applicants should also be able to work effectively independently, as well as in teams. Specific requirements for the position include:
Bachelor’s degree, Master’s degree, or Ph.D. in statistics, quantitative methods in social science, political science, sociology or a related field
Two or more years’ work experience in data analysis, ideally evaluating energy efficiency programs and/or performing other forms of longitudinal data analysis
Experience cleaning and manipulating large datasets (50,000+ records) using one or more statistical packages (Stata, R, SPSS, SAS, SQL, …) and drawing well-supported conclusions
Strong statistical analysis and modeling skills preferably using Stata or R
Demonstrated interest in the energy field, energy policy, or building science
Strong persuasive and analytical writing skills
Strong verbal communication skills
Ability to juggle and prioritize multiple tasks and deadlines simultaneously and flexibly
Beneficial:
Strong programming skills in one or more programming languages (R, python, JAVA, SQL, go, Scala, etc.)
Experience analyzing equipment metering data to calculate demand response impacts
Experience with databases (Relational: MS SQL Server, PostgreSQL, MySQL, etc.; Non-relational data stores: HBASE, NoSQL, Riak, etc.)
Coursework and/or direct work experience in sampling methods and design, survey instrument design, Bayesian statistical methods, non-parametric methods, multi-level modeling, causal analysis
Knowledge of types of data file formats and how to import/process
Experience with model validation techniques
Experience with machine learning methods
Demonstrated aptitude with data visualization tools and techniques
Networking skills for making new client contacts at conferences and events
About Opinion Dynamics

Opinion Dynamics advances knowledge to address emerging energy and social issues through sound and insightful research. Our inter-disciplinary team of consultants provides actionable research to support the needs of our clients, which include electric and gas utilities, regulators, and stakeholders. Our research and consulting services inform program planning and design, performance assessment, and optimization of energy efficiency, demand response, and renewable energy programs. Our company fosters innovative thought, collegiality and growth opportunities for our employees. The Data Science Group within Opinion Dynamics is especially focused on technical, quantitative aspects of our analysis services.

How To Apply:

To be considered for this position, please submit your cover letter (required) and resume with “Data Science Consultant” in the subject line. If contacted, please be prepared to provide data analysis and writing samples that clearly demonstrate your experience and aptitude in the areas outlined above, as well as two or more references who can speak to your experience, work orientation, and work ethic.

To be considered for this position, please send your cover letter and resume to:

Careers: Consultant- Data Science Group

careersCA@opiniondynamics.com

Please submit a cover letter and resume to CareersCA@opiniondynamics.com.

No phone calls, please. Only those resumes accompanied by a cover letter will be considered. Opinion Dynamics will not provide sponsorship for work authorization for this position. Opinion Dynamics is an affirmative action-equal opportunity employer.",Consulting,Business Services,"Waltham, MA",CONSULTANT– DATA SCIENCE GROUP,Opinion Dynamics,CA
26,"Credit Karma’s fast growing Data Sciences team is seeking an experienced Senior Data Scientist. This role will allow a motivated individual to make a significant impact across the organization by delivering the most relevant content to our users and by helping drive accelerated revenue growth.
What the job entails
Partner with stakeholders across the organization to identify high-impact opportunities to leverage our extensive data to better serve our users.
Drive the creation of comprehensive datasets encompassing user profiles and behaviors, and incorporating a wide variety of signals and data types.
Assess the potential usefulness and validity of new statistical approaches and data sources.
Build complex predictive models to substantially improve and continuously optimize user engagement and revenue generation.
Rapidly develop proof-of-concept prototypes to prove out hypotheses.
Reach across multiple functions, such as Product Management and Data Engineering, to implement the models into production and to monitor their performance.
Motivate and mentor other data scientists to grow their skills and careers.
Our ideal candidate
Advanced Degree (Ph.D./MS) in Statistics or a related quantitative discipline.
6+ years of experience building and implementing complex models in a fast-paced corporate environment, ideally dealing with problems relevant to revenue, product, and/or marketing.
Experience with advanced modeling techniques, such as collaborative filtering, matrix factorization, time series analysis, and mixed-effect models, and learning techniques such as boosting and random forests.
Expert knowledge of R, Python, and SQL, or similar industry standard tools used for large-scale data analysis and modeling.
Experience with Machine Learning and Big Data technologies such as Map/Reduce, Hadoop, Hive, and Spark is a big plus.
Programming experience in Scala, Java, or C++, and familiarity with UNIX command line and core tools would be very helpful.
Recent experience with a consumer facing online company and/or prior exposure to consumer financial products is highly desirable.
Self-motivated, results oriented, enthusiastic, and a creative thinker.
#LI-AG1",Financial Analytics & Research,Finance,"San Francisco, CA","Senior Data Scientist, Engineering *",Credit Karma,CA
27,"Position Title: Analytics Developer, Data Science

Location: Santa Clara, CA


About Avi Networks

Avi Networks completes enterprises’ digital transformation with its intent-based application services. The Avi Vantage Platform, consisting of a Software Load Balancer, Intelligent WAF, and Elastic Service Mesh, is deployed across data centers and clouds, delivering better elasticity and intelligence. Customers enjoy 5X faster application rollouts, actionable analytics, and 50% lower cost. Avi is backed by leading investors including Cisco Investments, DAG Ventures, Greylock Partners, Lightspeed Venture Partners, and Menlo Ventures.

The Role:

Our mission is to use analytics to understand, visualize and automate management of cloud applications. We want Avi software to analyze application software like a pro reliability engineer. Our goal is to build analytics that can predict application’s performance, health, root cause issues real-time and automate complex decisions like auto-scale, re-configuration, provisioning, etc.

Responsibilities:
Build highly scalable distributed system that can process billions of metrics per second, build intelligent complex event processing and ML based decision systems to automate security, capacity and root cause operational issues
Design systems that manage lifecycle and processing of large streaming data sets, evaluate and create new ML models
Develop online algorithms that can auto-learn models best suited to application
Requirements:
Strong C++, GO, or Python skills (including OOP) and computer science fundamentals.
Experience with Machine Learning algorithms on large data sets.
Worked for at least 2 yrs as a Data Scientist.
5-7 year of software development experience in building internet technologies.
MS. or PhD. in computer science, statistics or other engineering fields.",Information Technology,Unknown / Non-Applicable,"Santa Clara, CA",Analytics Developer,Avi Networks,CA
28,"Overview

Work collaboratively with a talented team of dynamic and passionate engineers in building capabilities that enable our customers to make a difference. Develop and deploy robust technology that is powered by Internet of Things (IoT) and cloud scale architectures. Join our team of exceptional software developers where you’ll design and build next-generation real-time and big data capabilities for enterprise and cloud users worldwide.

Responsibilities:
Build micro-service components that, when combined, power Esri’s real-time and big data capabilities
Design and build software components that seamlessly run on-premise and on cloud platforms
Work collaboratively with other team members within an agile software development process
Participate in technical spike efforts, bringing new innovative ideas to future versions of our software
Demonstrate latest product capabilities to stakeholders, prospects, and customers
Requirements
A solid foundation in software development, with strong competencies in data structures, patterns, and design
Strong front-end UI development skills using HTML5, CSS3, JavaScript, jQuery, and JSON
Good understanding in advanced JavaScript libraries and frameworks such as Dojo Toolkit, ReactJS
Object-oriented programming experience in JavaScript
Good understanding of asynchronous request handling and AJAX
Familiarity with JavaScript module loaders such as Require.js and AMD
Familiarity with front-end build tools such as Yarn, Grunt, Node.js
Working knowledge of a source control and issue management system, preferably GitHub
Bachelor’s or master’s in computer science, computer engineering, or data science, depending on position level
Recommended Qualifications:
Good understanding of and experience with cloud computing platforms including Microsoft Azure or Amazon EC2
Experience with the WebGL API
Experience with the ArcGIS API for JavaScript
Knowledge of Esri ArcGIS or other web mapping technologies
#LI-SS1
The Company

Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.

Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.

Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",Computer Hardware & Software,Information Technology,"Redlands, CA",Frontend Software Developer - Real-Time & Big Data,Esri,CA
"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and local business around the globe, from a user reviewing a neighborhood coffee shop to requesting a repair quote with a photo of a leaky faucet.

The Data Science team performs analyses, builds models, and designs experiments that directly impact Yelp’s business and users. Our centralized team is the most wide-ranging consumer of data at Yelp, adept at tasks from modeling content growth and user behavior to sharing insights about the health of local economies.

We’re looking for interns to work side-by-side with our Data Scientists at Yelp to make sense of these interactions to deliver impactful analyses and products to our users, business partners and the general public.
We Are Looking For:
Pursuing a BA/BS, MS, or PhD in Statistics, Math, Physics, Economics, Computer Science or related quantitative discipline.
Fluency with SQL and Python or R for data analysis.
Solid understanding of statistical inference, experimental design and analysis.
Enthusiasm for clean code and sharing reproducible results.
Communication skills to work with partners on engineering, product and business teams.
An eye for great data visualization with Matplotlib, Plotly, ggplot, or Tableau.
Endless ideas about how to leverage Yelp's unique data set.
What You Will Do:
Define key metrics to track Yelp’s performance and inform product decisions.
Assess and frame questions from partners into actionable deliverables.
Design, execute, and analyze complex experiments impacting millions of users.
Devise and evaluate models for diverse business needs, such as identifying growth opportunities, personalizing user experience, and matching consumers to businesses.
Own analyses start-to-finish and communicate key insights to stakeholders.
Share your technical skills to develop and maintain high-quality, reusable analysis tools.
Interested in applying?

Sweet! Share with us why you want to work at Yelp and don't forget to mention any side projects, academic papers, and personal websites/blogs.","$95,000/ year",Internet,Information Technology,"San Francisco, CA",Data Scientist - Fall Intern,Yelp,CA
"Data Science @ Salesforce
Hiring at Senior level or above
Locations we are hiring in: Palo Alto
The role and your impact:
Salesforce is the #1 in CRM in the world, and best known as the Customer Success Platform. As an industry leader in Sales, Service, and Marketing, we have some of the most unique data sets in the world. With our customers we are trailblazing new ways to bring AI to their customers. Whether it’s Service Technicians triaging their most urgent support tickets, or helping Retailers build deeper, more personalized relationships with each customer, or helping sales teams prioritize opportunities and win more deals.
Salesforce is looking for data scientists with hands on experience transforming unique data into amazing products. At scale. You will have access to an enormous amount of high-value business activity data, including unstructured and semi-structured records around the sales process, and customer activity data such as email messages, calendar events, and phone calls. You will participate in the end-to-end processes of product development using machine learning, from proof of concept to deploying models in production. You will be asked to experiment with state-of-the-art technologies and conduct research work geared towards new product development.

You will be working with a group of world-class data scientists and engineers to build intelligent services for both internal teams and customer-facing products. We are a team with diverse technical backgrounds who share a passion for problem-solving, new technologies, and learning. We love to learn and teach and help each other, and we are looking for people with a collaborative attitude and openness to others' ideas.
A typical day for you might include some of the following:
Develop machine learning software and statistical data models that can generalize across hundreds of thousands of Salesforce customers, but can automatically adapt to each of their individual features.
Brainstorm data product ideas with the data scientists that built some of the most exciting data products that hundreds of millions people use every day.
Work with fellow engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs.
Meet with external customers and understanding their businesses and their challenges.
Work with internal product teams to transform and sprinkle machine learning fairy dust on their products.
Build intelligence into our services to make them run smarter.
Participate in meal conversations with your team members about really important topics, such as: Should the cuteness of panda bears be a factor in their survivability? Is love a decision tree or a regression model? How far ahead would society be today if we had 12 fingers instead of 10?
What we care about:
You have industry experience with writing code (e.g. SQL, Python, R) and taking ML models/ algorithms to production. Preference for 5+ years of industry experience (without PhD); at least 2-3+ years of industry experience with PhD. This is not an entry level / new college graduate role.
You have to love data - this is what we do. We are looking for people who are excited about different and unique data sets, and all the ways that they could be used in order to improve user experience.
Qualifications:
You share our values: Trust, Innovation, Equality, and Giving Back
Experience presenting insights to executives and non-technical audiences around product analytics data
Proven knowledge with applied statistics and probability/ predictability data outputs
Keep up to date with cutting-edge machine learning/ big data methods and techniques
You are passionate about automating everything and applying scientific methods to solve business and engineering requirements
Can thrive in team environments; using agile methodology and interacting with Product Leaders, Scientists and Engineers to solve technology’s greatest challenges
Learn quickly in a fast-paced, dynamic team environment
Completed a Bachelor’s and/or Master’s degree related to Computer Science, Statistics or related major studying AI (artificial intelligence), ML (machine learning), NLP (natural language processing), Data Science or Mathematics
Preferred Qualifications:
MA/MS or PhD degree in computer science, artificial intelligence, machine learning, speech recognition, natural language processing, operations research, or related technical field.
Experience designing and implementing machine learning pipelines in production environments.
Working knowledge of current techniques and approaches in machine learning and natural language processing: text categorization, text summarization, information retrieval, question answering, sentiment analysis, semantic parsing, etc.
Experience with one or more general purpose programming languages including but not limited to: Java, Scala, or Python.
Experience with Apache Spark platform (including Datasets, SparkML) and/or experience with one or more deep learning libraries and platforms (e.g., TensorFlow, Caffe or PyTorch).
Creative thinking and a keen interest in brainstorming ideas for the next generation of data products.

Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. We are the fastest growing of the top 10 enterprise software companies, the World's Most Innovative Company according to Forbes, and one of Fortune's 100 Best Companies to Work For six years running. The growth, innovation, and Aloha spirit of Salesforce are driven by our incredible employees who thrive on delivering success for our customers while also finding time to give back through our 1/1/1 model, which leverages 1% of our time, equity, and product to improve communities around the world. Salesforce is a team sport, and we play to win. Join us!
*LI-Y


Posting Statement
Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.","$100,000/ year",Computer Hardware & Software,Information Technology,"San Francisco, CA",Data Science Eng,Salesforce,CA
"Come help us build the world's most reliable on-demand, logistics engine for delivery! We're bringing on talented engineers to help us create and maintain a 24x7, no downtime, global infrastructure system that powers DoorDash's three-sided marketplace of consumers, merchants, and dashers.

At DoorDash, our Data Scientists have the opportunity to dive into a wealth of delivery data to improve Dasher assignment, ETA prediction, and Dasher capacity planning.

What You'll Achieve
Predict preparation ambiguity for over 50,000 merchant partners
Compute real time vehicle routing challenges in major metropolitan areas, ultimately to assign dashers who arrive at desired locations with little to no lag/latency
Forecast the supply of available dashers as well as incoming delivery demand
Build out the next iteration of our recommendation engine. Read about it here!
About You
High-energy and confident - you'll do whatever it takes to win
You're an owner - driven, focused, and quick to take ownership of your work
Humble - you're willing to jump in and you're open to feedback
Adaptable, resilient, and able to thrive in ambiguity - things change quickly in our fast-paced startup and you'll need to be able to keep up!
Growth-minded - you're eager to expand your skill set and excited to carve out your career path in a hyper-growth setting
Desire for impact - ready to take on a lot of responsibility and work collaboratively with your team
Qualifications
B.S., M.S., or PhD. in Computer Science or equivalent
Exceptionally strong knowledge of CS fundamental concepts and OOP languages
2+ years of industry experience
Prior experience building machine learning systems in production
Nice To Haves
Experience with real-time technology problems
Familiar with Pandas / Python machine learning libraries
Interview Process
Take-Home Project
Evaluations are designed to take 3-4 hours of your time
Graded on ability to build a machine learning model, then writing an application to make predictions using the model.
Onsite Interview
One coding rounds, evaluating CS fundamentals and problem solving skills
Domain Knowledge, discussing 1-2 projects you've led in your area of technical depth
Systems Design, thinking of architectural decisions at a high level
About Us

Founded in 2013, DoorDash is a San Francisco-based technology company passionate about transforming local businesses and dedicated to enabling new ways of working, earning, and living. Today, DoorDash connects customers with their favorite local and national restaurants in more than 600 cities across the United States and Canada. By building intelligent, last-mile delivery technology for local cities, DoorDash aims to connect people with the things they care about one dash at a time.","$135,000/ year",Express Delivery Services,Transportation & Logistics,"San Francisco, CA","Software Engineer, Data Science",DoorDash,CA
"At Lyft, community is what we are and it's what we do. It's what makes us different. To create the best ride for all, we start in our own community by creating an open, inclusive, and diverse organization where all team members are recognized for what they bring.

Data Science is a cross-functional team that collaborates with product, engineering, growth, operations, and marketing to drive decision-making across Lyft. The team leads high-impact projects, advises our executive team, and develops strategic frameworks for all business areas.

Our team is growing rapidly, and we're looking for a data science leader with the ability and experience to help us scale. As a leader on the team, you'll be responsible for building and promoting the analytic frameworks Lyft uses to make decisions. You'll be leading data scientists, but also building relationships and partnering with product and operational teams. The ideal candidate can navigate between complex technical topics and strategic problems to deliver business impact. If you're sharp, collaborative, resourceful, and can communicate complex ideas with ease, then we'd like to talk to you.

Responsibilities:

Build and lead a high-performing team of data scientists
Work with cross-functional partners in product, engineering, marketing, finance, and operations to achieve business goals
Lead and prioritize deep dives into our data to uncover new product and business opportunities
Develop analytical frameworks, roadmaps, and metrics for the team and broader organization
Collaborate with other leaders and executives to build data-informed business strategy and roadmaps
Serve as a champion of sound decision-making at all levels of the company
Experience & Skills:

Degree in a quantitative field like statistics, economics, applied math, operations research or engineering. Advanced degrees are preferred
6+ years of hands-on technical experience in a data science role or equivalent
2+ years management experience building and leading data science teams
Track record of guiding teams through unstructured technical problems to deliver business impact
Skilled at running cross-functional relationships and communicating with leadership across multiple organizations
Willingness to collaborate and communicate with others to drive cross-team and cross-organization initiatives forward
Lyft is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. Lyft does not make hiring or employment decisions on the basis of race, color, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military or veteran status, or any other basis protected by applicable local, state, or federal laws or prohibited by Company policy. Lyft also strives for a healthy and safe workplace and strictly prohibits harassment of any kind. Pursuant to the San Francisco Fair Chance Ordinance and other similar state laws and local ordinances, and its internal policy, Lyft will also consider for employment qualified applicants with arrest and conviction records.","$90,000/ year",Transportation Management,Transportation & Logistics,"San Francisco, CA",Data Science Manager,Lyft,CA
